model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9378,0.2031,10.730,28.199,0.0267
old,1,Left_Ear,0.9801,0.0749,11.209,30.275,0.0000
old,2,Right_Ear,0.9610,0.1422,10.188,24.767,0.0200
old,3,Chest,0.9903,0.0528,9.920,24.413,0.0000
old,4,Mid_Back,0.9961,0.0038,10.701,31.950,0.0000
old,5,Hip,0.9866,0.0261,14.284,45.283,0.0000
old,6,LF_Elbow,0.9899,0.0171,12.089,30.987,0.0000
old,7,LF_Paw,0.9630,0.1013,19.952,54.549,0.0050
old,8,RF_Elbow,0.9914,0.0176,12.411,34.002,0.0000
old,9,RF_Paw,0.9748,0.0603,20.089,63.228,0.0017
old,10,LH_Knee,0.8315,0.2457,11.146,31.887,0.0753
old,11,LH_Paw,0.8495,0.2000,17.837,52.426,0.0248
old,12,RH_Knee,0.7427,0.3261,12.686,34.800,0.1881
old,13,RH_Paw,0.8222,0.2324,21.202,58.038,0.0511
old,14,Tail_Root,0.8025,0.3030,13.892,41.285,0.1146
old,15,Tail_Mid,0.7733,0.3195,16.564,42.023,0.1253
old,16,Tail_Tip,0.7217,0.3174,22.293,58.423,0.1580
new,0,Nose,0.9294,0.2303,11.029,27.296,0.0433
new,1,Left_Ear,0.9767,0.0898,11.768,32.866,0.0000
new,2,Right_Ear,0.9530,0.1647,10.222,25.827,0.0233
new,3,Chest,0.9901,0.0524,10.491,28.762,0.0000
new,4,Mid_Back,0.9969,0.0029,11.047,31.925,0.0000
new,5,Hip,0.9929,0.0224,14.915,41.053,0.0000
new,6,LF_Elbow,0.9947,0.0107,12.941,30.420,0.0000
new,7,LF_Paw,0.9734,0.0690,19.655,53.501,0.0000
new,8,RF_Elbow,0.9951,0.0109,12.391,31.629,0.0000
new,9,RF_Paw,0.9843,0.0405,20.761,59.678,0.0000
new,10,LH_Knee,0.9339,0.1293,12.507,32.921,0.0177
new,11,LH_Paw,0.9239,0.1390,18.372,47.988,0.0106
new,12,RH_Knee,0.8775,0.1849,13.505,35.601,0.0319
new,13,RH_Paw,0.9211,0.1371,19.854,49.813,0.0142
new,14,Tail_Root,0.8506,0.2658,15.295,43.766,0.0988
new,15,Tail_Mid,0.8251,0.2818,18.540,50.560,0.1107
new,16,Tail_Tip,0.7232,0.3152,28.253,78.855,0.1718
