model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,0_Cat_Calico_1920x1080.mp4,400,400,0,0.9875,0.0148,13.197,16.887,36.997,332.383,0.0000,0.0000,0.0000,0.0000
old,walk,0_Cat_Feline_1920x1080.mp4,484,484,0,0.9911,0.0072,4.980,5.987,14.987,99.639,0.0000,0.9814,0.0000,0.0000
old,walk,0_Cat_Ginger_Cat_1920x1080.mp4,218,218,0,0.9785,0.0170,12.608,15.658,36.948,178.861,0.0000,0.1651,0.0000,0.0046
old,walk,0_Cat_Metronome_1920x1080.mp4,375,375,0,0.8996,0.0988,3.871,4.725,11.345,76.422,0.0000,0.5840,0.0820,0.1449
old,walk,0_Cat_Pet_1920x1080.mp4,348,348,0,0.9841,0.0067,4.679,4.471,12.742,53.314,0.0000,0.0000,0.0000,0.0000
new,walk,0_Cat_Calico_1920x1080.mp4,400,400,0,0.9942,0.0084,14.321,18.313,40.130,376.066,0.0000,0.0000,0.0000,0.0000
new,walk,0_Cat_Feline_1920x1080.mp4,484,484,0,0.9898,0.0104,5.726,7.197,16.386,164.893,0.0000,0.9401,0.0000,0.0028
new,walk,0_Cat_Ginger_Cat_1920x1080.mp4,218,218,0,0.9721,0.0290,14.752,21.666,42.275,513.662,0.0000,0.0459,0.0000,0.0168
new,walk,0_Cat_Metronome_1920x1080.mp4,375,375,0,0.9342,0.0638,4.230,5.000,11.931,88.260,0.0000,0.5760,0.1513,0.1316
new,walk,0_Cat_Pet_1920x1080.mp4,348,348,0,0.9890,0.0054,5.100,4.833,13.635,52.711,0.0000,0.0000,0.0000,0.0000
