model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.7634,0.3838,4.532,21.083,0.1178
old,1,Left_Ear,0.9452,0.0722,3.865,16.889,0.0000
old,2,Right_Ear,0.8574,0.1300,4.162,15.722,0.0000
old,3,Chest,0.9949,0.0074,2.216,8.644,0.0000
old,4,Mid_Back,0.9982,0.0019,2.127,6.904,0.0000
old,5,Hip,0.9999,0.0003,2.191,8.013,0.0000
old,6,LF_Elbow,0.9999,0.0004,2.218,8.542,0.0000
old,7,LF_Paw,0.9931,0.0130,2.432,9.116,0.0000
old,8,RF_Elbow,0.9996,0.0007,2.162,7.710,0.0000
old,9,RF_Paw,0.9792,0.0386,2.396,8.156,0.0000
old,10,LH_Knee,0.9999,0.0002,2.327,9.119,0.0000
old,11,LH_Paw,0.9982,0.0060,3.300,12.504,0.0000
old,12,RH_Knee,0.9994,0.0006,2.409,8.101,0.0000
old,13,RH_Paw,0.9966,0.0088,2.845,10.929,0.0000
old,14,Tail_Root,0.9997,0.0008,3.055,12.289,0.0000
old,15,Tail_Mid,0.9926,0.0298,6.084,25.948,0.0000
old,16,Tail_Tip,0.8674,0.1973,11.124,48.600,0.0214
new,0,Nose,0.7772,0.3685,4.731,20.963,0.1152
new,1,Left_Ear,0.9725,0.0297,3.876,16.977,0.0000
new,2,Right_Ear,0.8857,0.1136,4.167,15.486,0.0000
new,3,Chest,0.9965,0.0041,2.285,8.612,0.0000
new,4,Mid_Back,0.9992,0.0014,2.191,7.729,0.0000
new,5,Hip,0.9999,0.0003,2.409,8.635,0.0000
new,6,LF_Elbow,0.9998,0.0006,2.186,8.768,0.0000
new,7,LF_Paw,0.9901,0.0162,2.559,10.001,0.0000
new,8,RF_Elbow,0.9990,0.0016,2.077,8.554,0.0000
new,9,RF_Paw,0.9358,0.0937,2.413,9.457,0.0000
new,10,LH_Knee,0.9999,0.0001,1.981,6.591,0.0000
new,11,LH_Paw,0.9981,0.0051,3.024,10.486,0.0000
new,12,RH_Knee,0.9995,0.0006,2.576,10.800,0.0000
new,13,RH_Paw,0.9981,0.0056,2.877,10.313,0.0000
new,14,Tail_Root,0.9998,0.0017,3.134,12.692,0.0000
new,15,Tail_Mid,0.9966,0.0149,6.143,28.143,0.0000
new,16,Tail_Tip,0.9356,0.1512,11.039,49.518,0.0069
