model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.7784,0.2863,7.505,18.584,0.1448
old,1,Left_Ear,0.9642,0.0519,8.851,22.598,0.0000
old,2,Right_Ear,0.9609,0.0416,8.935,22.535,0.0000
old,3,Chest,0.9974,0.0073,7.771,20.495,0.0000
old,4,Mid_Back,0.9980,0.0038,7.764,20.073,0.0000
old,5,Hip,0.9984,0.0191,8.108,21.813,0.0000
old,6,LF_Elbow,0.9971,0.0179,12.617,36.300,0.0000
old,7,LF_Paw,0.9896,0.0425,24.205,72.743,0.0007
old,8,RF_Elbow,0.9929,0.0396,12.685,36.160,0.0007
old,9,RF_Paw,0.9899,0.0440,23.590,71.724,0.0008
old,10,LH_Knee,0.9887,0.0576,11.508,31.325,0.0022
old,11,LH_Paw,0.9813,0.0789,22.760,66.349,0.0038
old,12,RH_Knee,0.9876,0.0587,12.088,32.970,0.0026
old,13,RH_Paw,0.9775,0.0886,23.074,66.174,0.0060
old,14,Tail_Root,0.9887,0.0767,8.917,23.088,0.0055
old,15,Tail_Mid,0.9757,0.1087,10.406,26.945,0.0093
old,16,Tail_Tip,0.8862,0.2024,14.115,38.249,0.0387
new,0,Nose,0.7744,0.2910,7.441,18.696,0.1472
new,1,Left_Ear,0.9594,0.0710,8.653,21.964,0.0002
new,2,Right_Ear,0.9553,0.0516,8.914,21.886,0.0000
new,3,Chest,0.9962,0.0153,7.964,19.990,0.0000
new,4,Mid_Back,0.9975,0.0069,7.808,20.240,0.0000
new,5,Hip,0.9970,0.0268,8.289,21.536,0.0001
new,6,LF_Elbow,0.9948,0.0269,12.717,34.488,0.0002
new,7,LF_Paw,0.9820,0.0684,23.880,68.515,0.0006
new,8,RF_Elbow,0.9929,0.0366,12.529,34.166,0.0003
new,9,RF_Paw,0.9838,0.0670,22.981,66.171,0.0012
new,10,LH_Knee,0.9861,0.0722,11.576,31.578,0.0010
new,11,LH_Paw,0.9745,0.1040,22.339,62.594,0.0037
new,12,RH_Knee,0.9829,0.0763,11.789,32.422,0.0010
new,13,RH_Paw,0.9695,0.1055,22.731,64.746,0.0042
new,14,Tail_Root,0.9889,0.0725,8.713,22.423,0.0065
new,15,Tail_Mid,0.9702,0.1246,9.519,25.157,0.0130
new,16,Tail_Tip,0.8834,0.2253,12.671,34.005,0.0508
