behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9324,0.9203,-0.0121,-1.29%,14.327,13.526,-0.801,+5.59%,0.0000,0.0000,+0.0000,+0.00%
lick,0.9929,0.9904,-0.0025,-0.25%,2.524,2.397,-0.127,+5.02%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9898,0.9853,-0.0045,-0.46%,5.472,5.925,+0.453,-8.29%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9924,0.9900,-0.0023,-0.23%,4.911,5.244,+0.333,-6.77%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9872,0.9888,+0.0016,+0.16%,3.655,3.490,-0.164,+4.50%,0.0175,0.0219,+0.0044,-0.44%
