model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.5898,0.4161,6.573,17.933,0.3461
old,1,Left_Ear,0.9767,0.0363,5.519,16.514,0.0000
old,2,Right_Ear,0.9279,0.0744,5.946,17.261,0.0000
old,3,Chest,0.9843,0.0458,4.799,14.994,0.0000
old,4,Mid_Back,0.9988,0.0012,4.940,14.721,0.0000
old,5,Hip,0.9996,0.0009,5.010,15.062,0.0000
old,6,LF_Elbow,0.9989,0.0029,6.921,23.351,0.0000
old,7,LF_Paw,0.9850,0.0391,11.745,42.756,0.0000
old,8,RF_Elbow,0.9609,0.1299,7.078,22.576,0.0000
old,9,RF_Paw,0.9772,0.0705,12.539,39.734,0.0000
old,10,LH_Knee,0.9608,0.1460,6.093,19.835,0.0144
old,11,LH_Paw,0.9620,0.1302,11.162,42.336,0.0000
old,12,RH_Knee,0.9165,0.2550,6.804,21.966,0.0720
old,13,RH_Paw,0.9252,0.2258,12.051,42.967,0.0656
old,14,Tail_Root,0.9838,0.0436,5.677,15.870,0.0000
old,15,Tail_Mid,0.9554,0.0950,6.138,18.617,0.0000
old,16,Tail_Tip,0.8460,0.2600,8.782,27.632,0.0897
new,0,Nose,0.6138,0.4096,7.204,20.526,0.3124
new,1,Left_Ear,0.9811,0.0211,6.138,17.239,0.0000
new,2,Right_Ear,0.9436,0.0505,6.759,18.296,0.0000
new,3,Chest,0.9947,0.0101,5.079,15.736,0.0000
new,4,Mid_Back,0.9988,0.0016,5.374,16.242,0.0000
new,5,Hip,0.9998,0.0007,5.709,17.481,0.0000
new,6,LF_Elbow,0.9977,0.0074,7.216,24.394,0.0000
new,7,LF_Paw,0.9750,0.0785,12.153,42.856,0.0000
new,8,RF_Elbow,0.9548,0.1571,7.312,22.214,0.0117
new,9,RF_Paw,0.9689,0.1127,12.970,38.705,0.0091
new,10,LH_Knee,0.9533,0.1828,7.201,22.459,0.0437
new,11,LH_Paw,0.9471,0.1961,13.706,49.778,0.0469
new,12,RH_Knee,0.9245,0.2501,7.680,23.384,0.0672
new,13,RH_Paw,0.9268,0.2419,13.729,45.903,0.0651
new,14,Tail_Root,0.9901,0.0346,6.390,18.908,0.0000
new,15,Tail_Mid,0.9694,0.0777,7.384,22.292,0.0000
new,16,Tail_Tip,0.8873,0.2450,11.280,34.280,0.0907
