model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,7月7日 (8)(1).mp4,126,126,0,0.9883,0.0072,10.442,9.763,27.966,95.074,0.0000,0.0000,0.0000,0.0000
old,walk,7月7日 (8)(3).mp4,200,200,0,0.9222,0.0715,12.960,14.251,36.363,188.640,0.0000,0.0800,0.0088,0.2100
old,walk,7月7日 (8).mp4,94,94,0,0.8860,0.0573,23.779,20.968,57.858,235.629,0.0000,0.0000,0.0532,0.1879
old,lick,7月3日(1).mp4,135,135,0,0.9946,0.0009,2.197,3.116,8.326,26.618,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9982,0.0004,2.632,3.291,9.434,24.414,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9981,0.0002,2.578,3.062,8.603,26.175,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9902,0.0016,1.912,2.529,6.357,26.851,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9800,0.0020,3.129,3.393,10.062,28.305,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9726,0.0134,6.023,9.468,21.236,165.985,0.0000,0.0000,0.0000,0.1828
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9856,0.0035,6.143,11.456,23.016,157.409,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9969,0.0007,5.509,9.152,20.287,177.051,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9834,0.0077,4.826,9.964,18.424,220.069,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9966,0.0016,5.237,8.927,18.463,163.424,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9967,0.0026,4.387,9.892,18.399,121.123,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9966,0.0029,6.168,15.700,25.654,197.751,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9769,0.0134,5.860,11.345,22.069,153.372,0.0000,0.0000,0.0000,0.3333
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9964,0.0015,4.882,11.694,18.999,117.070,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9948,0.0039,4.019,7.985,16.747,112.973,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5).mp4,116,116,0,0.9965,0.0015,4.690,11.421,17.778,117.070,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8)(2).mp4,50,50,0,0.9902,0.0011,3.448,4.947,13.191,38.682,0.0000,1.0000,0.0000,0.0000
old,stop,7月7日 (8)(5).mp4,307,307,0,0.9908,0.0113,3.258,3.529,9.646,34.503,0.0000,0.0163,0.0000,0.0000
old,stop,7月7日 (8).mp4,123,123,0,0.9906,0.0129,7.070,9.755,21.465,160.072,0.0000,0.1138,0.0000,0.0000
old,stop,Desktop 2026.07.16 - 19.06.58.15.mp4,206,191,15,0.9468,0.0107,1.225,1.524,4.195,12.746,0.0728,0.0000,0.0000,0.0000
