frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
75,0,0,0.887,黑白貓,0.481,0.413,,"1054,603,1379,1228"
76,0,0,0.906,黑白貓,0.473,0.403,,"1049,601,1383,1227"
77,0,0,0.888,黑白貓,0.484,0.423,,"1053,597,1389,1227"
78,0,0,0.887,黑白貓,0.231,0.323,,"1046,596,1666,1232"
79,0,0,0.900,黑白貓,0.240,0.316,,"1047,592,1657,1235"
80,0,0,0.878,黑白貓,0.197,0.355,,"1042,588,1562,1237"
81,0,0,0.905,黑白貓,0.387,0.417,,"1044,579,1438,1299"
82,0,0,0.912,橘貓（目標貓）,0.421,0.428,,"1046,579,1417,1310"
83,0,0,0.896,橘貓（目標貓）,0.460,0.416,,"984,576,1408,1256"
84,0,0,0.768,橘貓（目標貓）,0.491,0.439,,"839,562,1405,1239"
85,0,0,0.816,橘貓（目標貓）,0.454,0.414,,"947,546,1398,1236"
86,0,0,0.856,橘貓（目標貓）,0.449,0.387,,"996,522,1396,1234"
87,0,0,0.898,黑白貓,0.445,0.385,,"1050,512,1394,1233"
90,0,0,0.848,黑白貓,0.221,0.374,,"1054,521,1541,1312"
91,0,0,0.913,黑白貓,0.306,0.399,,"1057,515,1529,1319"
92,0,0,0.902,黑白貓,0.339,0.380,,"1059,510,1488,1315"
93,0,0,0.897,黑白貓,0.359,0.374,,"1057,508,1476,1312"
94,0,0,0.885,黑白貓,0.381,0.373,,"1061,509,1460,1312"
95,0,0,0.891,橘貓（目標貓）,0.368,0.375,,"1056,507,1466,1313"
96,0,0,0.887,橘貓（目標貓）,0.356,0.384,,"1054,504,1471,1313"
97,0,0,0.881,橘貓（目標貓）,0.353,0.390,,"1057,508,1475,1312"
98,0,0,0.892,橘貓（目標貓）,0.350,0.382,,"1051,507,1469,1312"
99,0,0,0.891,橘貓（目標貓）,0.360,0.380,,"1044,492,1455,1314"
100,0,0,0.897,橘貓（目標貓）,0.383,0.378,,"1034,494,1443,1313"
101,0,0,0.905,橘貓（目標貓）,0.388,0.388,,"1031,494,1439,1311"
102,0,0,0.890,橘貓（目標貓）,0.348,0.401,,"1030,498,1456,1312"
103,0,0,0.899,橘貓（目標貓）,0.289,0.403,,"1029,512,1491,1313"
104,0,0,0.912,橘貓（目標貓）,0.347,0.413,,"1030,517,1455,1313"
105,0,0,0.910,橘貓（目標貓）,0.360,0.414,,"1036,515,1443,1311"
106,0,0,0.908,橘貓（目標貓）,0.358,0.409,,"1035,513,1447,1312"
107,0,0,0.910,橘貓（目標貓）,0.371,0.401,,"1034,512,1442,1311"
108,0,0,0.909,橘貓（目標貓）,0.382,0.392,,"1032,509,1432,1309"
109,0,0,0.909,橘貓（目標貓）,0.398,0.398,,"1031,508,1431,1310"
110,0,0,0.907,橘貓（目標貓）,0.398,0.397,,"1031,506,1430,1309"
111,0,0,0.899,橘貓（目標貓）,0.407,0.400,,"1033,502,1425,1309"
112,0,0,0.899,橘貓（目標貓）,0.408,0.400,,"1033,499,1424,1309"
113,0,0,0.896,黑白貓,0.408,0.393,,"1035,499,1424,1309"
114,0,0,0.903,黑白貓,0.393,0.398,,"1034,491,1439,1311"
115,0,0,0.897,黑白貓,0.389,0.395,,"1033,487,1446,1311"
116,0,0,0.893,黑白貓,0.388,0.394,,"1033,488,1450,1312"
117,0,0,0.893,黑白貓,0.376,0.399,,"1037,486,1448,1310"
118,0,0,0.876,橘貓（目標貓）,0.368,0.392,,"1038,485,1453,1311"
119,0,0,0.872,橘貓（目標貓）,0.355,0.389,,"1040,486,1461,1311"
120,0,0,0.895,橘貓（目標貓）,0.350,0.392,,"1042,492,1464,1312"
121,0,0,0.895,橘貓（目標貓）,0.351,0.390,,"1039,491,1473,1314"
122,0,0,0.903,橘貓（目標貓）,0.357,0.383,,"1035,482,1474,1314"
123,0,0,0.911,橘貓（目標貓）,0.375,0.343,,"1037,493,1468,1312"
124,0,0,0.915,橘貓（目標貓）,0.401,0.317,,"1044,477,1440,1313"
125,0,0,0.917,橘貓（目標貓）,0.401,0.320,,"1048,466,1453,1314"
126,0,0,0.917,橘貓（目標貓）,0.411,0.322,,"1043,459,1457,1314"
127,0,0,0.912,黑白貓,0.394,0.335,,"1045,460,1467,1315"
128,0,0,0.911,黑白貓,0.399,0.337,,"1045,463,1467,1314"
129,0,0,0.914,黑白貓,0.393,0.337,,"1042,464,1472,1316"
130,0,0,0.915,黑白貓,0.400,0.334,,"1042,461,1466,1315"
131,0,0,0.915,黑白貓,0.397,0.339,,"1040,463,1470,1316"
132,0,0,0.916,黑白貓,0.413,0.344,,"1039,465,1461,1315"
133,0,0,0.917,黑白貓,0.408,0.347,,"1038,466,1465,1315"
134,0,0,0.916,黑白貓,0.395,0.344,,"1038,468,1474,1315"
135,0,0,0.919,黑白貓,0.379,0.349,,"1040,486,1470,1314"
136,0,0,0.918,黑白貓,0.373,0.358,,"1039,491,1473,1315"
137,0,0,0.914,黑白貓,0.385,0.368,,"1039,487,1472,1316"
138,0,0,0.880,黑白貓,0.423,0.383,,"1031,481,1455,1317"
139,0,0,0.877,黑白貓,0.398,0.385,,"1033,483,1464,1316"
140,0,0,0.846,黑白貓,0.396,0.387,,"1032,479,1464,1315"
141,0,0,0.849,黑白貓,0.261,0.326,,"1030,479,1605,1315"
142,0,0,0.904,黑白貓,0.253,0.353,,"1035,484,1579,1308"
143,0,0,0.850,黑白貓,0.259,0.362,,"1035,486,1565,1311"
144,0,0,0.818,黑白貓,0.338,0.402,,"1036,477,1486,1309"
145,0,0,0.829,橘貓（目標貓）,0.292,0.384,,"1034,479,1518,1311"
146,0,0,0.807,橘貓（目標貓）,0.285,0.381,,"1035,478,1520,1312"
147,0,0,0.792,橘貓（目標貓）,0.275,0.379,,"1034,475,1534,1312"
148,0,0,0.808,橘貓（目標貓）,0.272,0.378,,"1034,475,1536,1312"
149,0,0,0.778,橘貓（目標貓）,0.271,0.376,,"1033,477,1537,1312"
150,0,0,0.805,橘貓（目標貓）,0.276,0.378,,"1031,478,1536,1312"
151,0,0,0.804,橘貓（目標貓）,0.272,0.407,,"1030,479,1543,1313"
152,0,0,0.781,橘貓（目標貓）,0.267,0.404,,"1030,478,1543,1313"
153,0,0,0.791,橘貓（目標貓）,0.258,0.401,,"1030,480,1548,1312"
154,0,0,0.745,橘貓（目標貓）,0.256,0.405,,"1032,479,1545,1312"
155,0,0,0.755,橘貓（目標貓）,0.246,0.401,,"1034,480,1549,1312"
156,0,0,0.515,橘貓（目標貓）,0.254,0.402,,"1032,477,1541,1312"
157,0,0,0.548,橘貓（目標貓）,0.253,0.405,,"1033,476,1542,1312"
159,0,0,0.568,橘貓（目標貓）,0.315,0.423,,"1034,475,1497,1313"
160,0,0,0.641,橘貓（目標貓）,0.322,0.427,,"1035,474,1489,1313"
161,0,0,0.665,橘貓（目標貓）,0.323,0.422,,"1034,474,1490,1313"
162,0,0,0.631,橘貓（目標貓）,0.365,0.426,,"1035,474,1463,1312"
163,0,0,0.572,橘貓（目標貓）,0.337,0.424,,"1035,474,1480,1312"
164,0,0,0.615,橘貓（目標貓）,0.294,0.417,,"1035,475,1500,1312"
166,0,0,0.652,橘貓（目標貓）,0.338,0.418,,"1033,468,1478,1312"
167,0,0,0.735,橘貓（目標貓）,0.318,0.407,,"1034,468,1495,1315"
168,0,0,0.770,橘貓（目標貓）,0.384,0.411,,"1033,465,1459,1314"
169,0,0,0.705,橘貓（目標貓）,0.350,0.408,,"1030,463,1462,1314"
170,0,0,0.674,橘貓（目標貓）,0.339,0.419,,"1030,462,1460,1312"
173,0,0,0.649,橘貓（目標貓）,0.236,0.371,,"1028,465,1575,1313"
174,0,0,0.815,橘貓（目標貓）,0.251,0.375,,"1028,468,1569,1313"
175,0,0,0.834,橘貓（目標貓）,0.257,0.374,,"1030,467,1563,1312"
176,0,0,0.842,橘貓（目標貓）,0.263,0.373,,"1032,468,1561,1312"
177,0,0,0.860,橘貓（目標貓）,0.263,0.370,,"1030,473,1566,1313"
178,0,0,0.868,橘貓（目標貓）,0.258,0.357,,"1036,473,1570,1313"
179,0,0,0.888,橘貓（目標貓）,0.254,0.349,,"1037,473,1574,1313"
180,0,0,0.904,橘貓（目標貓）,0.266,0.372,,"1038,473,1551,1312"
181,0,0,0.902,橘貓（目標貓）,0.297,0.379,,"1036,473,1493,1309"
182,0,0,0.919,橘貓（目標貓）,0.324,0.394,,"1036,476,1473,1308"
183,0,0,0.924,橘貓（目標貓）,0.318,0.394,,"1045,482,1479,1310"
184,0,0,0.921,橘貓（目標貓）,0.318,0.392,,"1051,490,1484,1311"
185,0,0,0.929,橘貓（目標貓）,0.296,0.394,,"1058,502,1505,1311"
186,0,0,0.929,橘貓（目標貓）,0.347,0.412,,"1065,512,1497,1309"
187,0,0,0.923,橘貓（目標貓）,0.369,0.413,,"1064,507,1491,1306"
188,0,0,0.935,橘貓（目標貓）,0.371,0.410,,"1067,502,1489,1301"
189,0,0,0.922,橘貓（目標貓）,0.413,0.426,,"1069,489,1479,1304"
190,0,0,0.908,橘貓（目標貓）,0.426,0.420,,"1068,480,1474,1306"
191,0,0,0.925,橘貓（目標貓）,0.415,0.426,,"1067,472,1479,1308"
192,0,0,0.912,橘貓（目標貓）,0.354,0.419,,"1065,473,1494,1314"
193,0,0,0.899,橘貓（目標貓）,0.415,0.422,,"1068,473,1469,1312"
194,0,0,0.913,橘貓（目標貓）,0.368,0.414,,"1062,470,1488,1314"
195,0,0,0.926,橘貓（目標貓）,0.358,0.415,,"1049,468,1494,1312"
196,0,0,0.930,橘貓（目標貓）,0.368,0.413,,"1045,466,1501,1311"
197,0,0,0.897,橘貓（目標貓）,0.405,0.413,,"1048,468,1486,1312"
198,0,0,0.941,橘貓（目標貓）,0.362,0.395,,"1067,475,1504,1309"
199,0,0,0.940,橘貓（目標貓）,0.396,0.406,,"1068,477,1502,1308"
200,0,0,0.942,橘貓（目標貓）,0.415,0.392,,"1071,477,1503,1306"
201,0,0,0.945,橘貓（目標貓）,0.433,0.384,,"1075,484,1506,1304"
202,0,0,0.946,橘貓（目標貓）,0.420,0.388,,"1078,495,1517,1305"
203,0,0,0.944,橘貓（目標貓）,0.411,0.388,,"1081,504,1529,1307"
204,0,0,0.897,橘貓（目標貓）,0.385,0.416,,"1095,548,1542,1309"
205,0,0,0.887,橘貓（目標貓）,0.315,0.408,,"1105,743,1637,1303"
206,0,0,0.921,橘貓（目標貓）,0.374,0.414,,"1108,559,1585,1286"
207,0,0,0.682,橘貓（目標貓）,0.279,0.354,,"1211,701,1795,1109"
208,0,0,0.916,黑白貓,0.426,0.376,,"1242,692,1788,1144"
209,0,0,0.867,橘貓（目標貓）,0.374,0.403,,"1239,678,1708,1086"
213,0,0,0.557,橘貓（目標貓）,0.496,0.340,,"1229,574,1697,1074"
215,0,0,0.911,橘貓（目標貓）,0.294,0.372,,"1039,582,1728,1026"
218,0,0,0.611,橘貓（目標貓）,0.218,0.404,,"1075,645,1773,923"
219,0,0,0.723,橘貓（目標貓）,0.283,0.414,,"1063,684,1782,1087"
220,0,0,0.872,橘貓（目標貓）,0.217,0.387,,"1060,649,1764,942"
221,0,0,0.864,橘貓（目標貓）,0.218,0.374,,"1072,622,1739,931"
222,0,0,0.886,橘貓（目標貓）,0.227,0.389,,"1126,681,1803,999"
223,0,0,0.890,橘貓（目標貓）,0.211,0.408,,"1141,694,1771,987"
224,0,0,0.884,橘貓（目標貓）,0.214,0.402,,"1167,695,1763,970"
225,0,0,0.903,橘貓（目標貓）,0.204,0.429,,"1204,695,1759,978"
226,0,0,0.895,橘貓（目標貓）,0.194,0.422,,"1207,692,1735,989"
227,0,0,0.864,橘貓（目標貓）,0.238,0.418,,"1195,683,1738,988"
228,0,0,0.886,橘貓（目標貓）,0.209,0.393,,"1141,662,1684,904"
229,0,0,0.898,橘貓（目標貓）,0.242,0.390,,"1135,635,1642,901"
239,0,1,0.911,黑白貓,0.577,0.352,,"1351,132,2111,1310"
240,0,1,0.569,黑白貓,0.747,0.385,,"1187,351,2440,1254"
241,0,1,0.922,黑白貓,0.800,0.457,,"1116,506,2497,1440"
243,0,2,0.926,橘貓（目標貓）,0.232,0.364,,"825,660,1827,1041"
244,0,2,0.918,橘貓（目標貓）,0.229,0.364,,"909,649,1828,1060"
245,0,2,0.914,橘貓（目標貓）,0.236,0.352,,"1109,649,1829,1096"
248,0,2,0.866,橘貓（目標貓）,0.266,0.414,,"1022,659,1727,1054"
249,0,2,0.933,橘貓（目標貓）,0.264,0.383,,"978,645,1816,1053"
250,0,2,0.929,橘貓（目標貓）,0.258,0.379,,"977,645,1822,1060"
251,0,2,0.922,橘貓（目標貓）,0.265,0.382,,"1003,649,1816,1061"
252,0,2,0.918,橘貓（目標貓）,0.238,0.363,,"903,648,1760,1049"
253,0,2,0.885,橘貓（目標貓）,0.253,0.385,,"994,652,1719,1046"
253,1,3,0.659,黑白貓,0.657,0.388,,"1463,290,2557,1440"
254,0,2,0.866,橘貓（目標貓）,0.243,0.370,,"967,654,1700,1042"
255,0,3,0.643,黑白貓,0.581,0.425,,"1357,454,2554,1440"
256,0,3,0.651,黑白貓,0.667,0.431,,"1472,414,2555,1440"
257,0,3,0.603,黑白貓,0.663,0.442,,"1443,483,2555,1440"
258,0,2,0.908,橘貓（目標貓）,0.233,0.364,,"937,655,1760,1065"
258,1,3,0.665,黑白貓,0.640,0.397,,"1473,301,2560,1440"
259,0,2,0.917,橘貓（目標貓）,0.218,0.355,,"886,654,1774,1066"
259,1,3,0.838,黑白貓,0.698,0.440,,"1502,460,2560,1440"
260,0,3,0.736,黑白貓,0.722,0.423,,"1483,528,2555,1433"
260,1,2,0.699,橘貓（目標貓）,0.215,0.355,,"916,657,1748,1046"
261,0,2,0.926,橘貓（目標貓）,0.226,0.353,,"934,654,1790,1057"
262,0,3,0.931,黑白貓,0.654,0.384,,"1504,371,2540,1379"
263,0,3,0.941,黑白貓,0.683,0.401,,"1530,384,2541,1381"
264,0,3,0.938,黑白貓,0.736,0.401,,"1584,406,2543,1398"
265,0,3,0.941,黑白貓,0.764,0.397,,"1615,433,2547,1393"
266,0,3,0.933,黑白貓,0.772,0.386,,"1618,443,2550,1367"
267,0,3,0.881,黑白貓,0.766,0.395,,"1556,581,2540,1350"
267,1,2,0.810,橘貓（目標貓）,0.223,0.345,,"960,655,1794,1050"
268,0,3,0.810,黑白貓,0.699,0.408,,"1491,607,2548,1338"
269,0,2,0.599,橘貓（目標貓）,0.206,0.344,,"958,658,1798,1069"
270,0,2,0.877,橘貓（目標貓）,0.200,0.340,,"935,657,1811,1072"
271,0,2,0.921,橘貓（目標貓）,0.199,0.345,,"894,663,1824,1076"
272,0,2,0.925,橘貓（目標貓）,0.192,0.342,,"856,663,1825,1078"
273,0,2,0.923,橘貓（目標貓）,0.186,0.358,,"886,675,1832,1075"
274,0,2,0.921,橘貓（目標貓）,0.188,0.381,,"979,680,1822,1059"
275,0,2,0.917,橘貓（目標貓）,0.213,0.364,,"1022,686,1851,1046"
276,0,2,0.902,unknown,0.209,0.495,,"1270,711,1856,1028"
276,1,4,0.755,橘貓（目標貓）,0.196,0.441,,"1038,687,1860,1038"
277,0,4,0.890,橘貓（目標貓）,0.180,0.447,,"1049,686,1855,1015"
278,0,4,0.880,橘貓（目標貓）,0.174,0.376,,"1046,678,1896,991"
279,0,4,0.867,橘貓（目標貓）,0.178,0.425,,"1080,675,1912,969"
280,0,2,0.773,橘貓（目標貓）,0.193,0.427,,"1320,692,1885,973"
281,0,2,0.744,橘貓（目標貓）,0.209,0.410,,"1435,665,1840,977"
285,0,4,0.833,橘貓（目標貓）,0.257,0.353,,"1182,640,1592,933"
287,0,4,0.818,橘貓（目標貓）,0.299,0.360,,"1067,657,1845,937"
288,0,4,0.898,橘貓（目標貓）,0.229,0.409,,"1036,677,1578,913"
289,0,4,0.909,橘貓（目標貓）,0.227,0.451,,"1048,677,1540,928"
290,0,4,0.898,橘貓（目標貓）,0.219,0.450,,"1044,667,1528,927"
291,0,4,0.893,橘貓（目標貓）,0.192,0.433,,"1050,677,1518,922"
292,0,4,0.865,橘貓（目標貓）,0.208,0.456,,"1056,683,1517,916"
293,0,4,0.905,橘貓（目標貓）,0.193,0.456,,"1051,685,1549,918"
294,0,4,0.869,橘貓（目標貓）,0.219,0.370,,"1067,673,1598,906"
295,0,4,0.875,橘貓（目標貓）,0.224,0.394,,"1069,676,1559,918"
