frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
50,0,0,0.944,橘貓（目標貓）,0.244,0.381,,"1025,524,1875,1215"
51,0,0,0.942,橘貓（目標貓）,0.242,0.384,,"1048,528,1874,1216"
52,0,0,0.942,橘貓（目標貓）,0.243,0.382,,"1037,527,1874,1216"
53,0,0,0.941,橘貓（目標貓）,0.243,0.382,,"1042,527,1874,1216"
54,0,0,0.942,橘貓（目標貓）,0.242,0.385,,"1057,527,1873,1216"
55,0,0,0.943,橘貓（目標貓）,0.240,0.386,,"1062,528,1873,1216"
56,0,0,0.945,橘貓（目標貓）,0.241,0.385,,"1062,528,1875,1216"
57,0,0,0.945,橘貓（目標貓）,0.237,0.387,,"1078,527,1875,1216"
58,0,0,0.944,橘貓（目標貓）,0.237,0.387,,"1078,526,1875,1216"
59,0,0,0.943,橘貓（目標貓）,0.238,0.383,,"1067,526,1876,1216"
60,0,0,0.935,unknown,0.261,0.347,,"772,479,1876,1217"
60,1,1,0.920,橘貓（目標貓）,0.238,0.376,,"1056,519,1870,1218"
61,0,0,0.935,橘貓（目標貓）,0.227,0.363,,"877,473,1877,1218"
62,0,0,0.936,橘貓（目標貓）,0.238,0.355,,"802,471,1879,1218"
63,0,0,0.955,橘貓（目標貓）,0.254,0.346,,"722,436,1879,1219"
64,0,0,0.952,橘貓（目標貓）,0.254,0.347,,"727,441,1879,1217"
65,0,0,0.946,橘貓（目標貓）,0.254,0.357,,"727,470,1882,1217"
66,0,0,0.945,橘貓（目標貓）,0.244,0.362,,"784,473,1884,1217"
67,0,0,0.948,橘貓（目標貓）,0.238,0.358,,"814,472,1885,1218"
68,0,0,0.947,橘貓（目標貓）,0.240,0.360,,"830,484,1888,1218"
69,0,0,0.949,橘貓（目標貓）,0.240,0.369,,"855,504,1886,1218"
70,0,0,0.951,橘貓（目標貓）,0.242,0.371,,"870,509,1886,1221"
71,0,0,0.941,橘貓（目標貓）,0.280,0.347,,"748,518,1884,1220"
72,0,0,0.945,橘貓（目標貓）,0.303,0.351,,"956,525,1884,1221"
73,0,0,0.947,橘貓（目標貓）,0.327,0.318,,"994,351,1877,1225"
74,0,0,0.929,橘貓（目標貓）,0.349,0.380,,"1003,548,1871,1221"
75,0,0,0.837,橘貓（目標貓）,0.350,0.393,,"1030,597,1987,1221"
76,0,0,0.944,橘貓（目標貓）,0.448,0.354,,"1052,294,2040,1227"
77,0,0,0.903,橘貓（目標貓）,0.425,0.409,,"1058,553,2003,1222"
78,0,0,0.944,橘貓（目標貓）,0.473,0.421,,"1035,571,1990,1266"
79,0,0,0.953,黑白貓,0.482,0.466,,"1075,574,1957,1267"
80,0,0,0.955,黑白貓,0.499,0.408,,"954,567,1955,1408"
81,0,0,0.949,黑白貓,0.512,0.454,,"1069,568,1957,1426"
82,0,0,0.952,黑白貓,0.507,0.438,,"1061,572,1960,1428"
83,0,0,0.945,黑白貓,0.467,0.358,,"827,568,1959,1429"
84,0,0,0.938,黑白貓,0.459,0.357,,"816,581,1973,1414"
85,0,0,0.952,黑白貓,0.452,0.354,,"820,590,1968,1430"
86,0,0,0.952,黑白貓,0.447,0.355,,"815,604,1965,1427"
87,0,0,0.956,黑白貓,0.444,0.369,,"840,619,1984,1428"
88,0,0,0.956,黑白貓,0.460,0.359,,"859,616,2049,1388"
89,0,0,0.951,黑白貓,0.465,0.362,,"983,582,2142,1383"
90,0,0,0.955,黑白貓,0.512,0.437,,"1089,539,2382,1350"
91,0,0,0.954,黑白貓,0.509,0.428,,"1090,554,2458,1363"
92,0,0,0.942,黑白貓,0.504,0.386,,"1081,627,2339,1397"
93,0,0,0.954,黑白貓,0.496,0.404,,"1026,648,2551,1440"
94,0,0,0.957,黑白貓,0.488,0.422,,"1018,635,2556,1440"
95,0,0,0.954,黑白貓,0.482,0.426,,"1009,632,2557,1440"
96,0,0,0.955,黑白貓,0.467,0.420,,"1011,648,2551,1440"
97,0,0,0.955,黑白貓,0.456,0.422,,"1017,650,2550,1440"
98,0,0,0.953,黑白貓,0.460,0.425,,"1026,655,2552,1440"
99,0,0,0.949,黑白貓,0.464,0.430,,"1019,663,2552,1440"
100,0,0,0.949,黑白貓,0.455,0.426,,"1013,663,2553,1440"
101,0,0,0.945,黑白貓,0.450,0.414,,"1017,671,2552,1440"
102,0,0,0.937,黑白貓,0.435,0.419,,"1049,678,2556,1440"
103,0,0,0.924,黑白貓,0.468,0.417,,"1048,694,2553,1440"
104,0,0,0.912,黑白貓,0.494,0.428,,"1041,715,2551,1440"
105,0,0,0.927,黑白貓,0.494,0.423,,"1031,732,2554,1440"
106,0,0,0.890,黑白貓,0.480,0.411,,"1040,709,2552,1440"
107,0,0,0.900,黑白貓,0.443,0.433,,"1033,671,2553,1440"
109,0,0,0.872,黑白貓,0.407,0.417,,"1017,559,2560,1440"
110,0,0,0.811,黑白貓,0.395,0.414,,"1000,552,2560,1440"
111,0,0,0.953,黑白貓,0.383,0.406,,"997,544,2560,1440"
112,0,0,0.924,黑白貓,0.388,0.413,,"993,569,2560,1440"
113,0,0,0.718,橘貓（目標貓）,0.244,0.418,,"1017,575,1877,1104"
114,0,0,0.949,橘貓（目標貓）,0.258,0.404,,"1029,584,1876,1135"
115,0,0,0.946,橘貓（目標貓）,0.253,0.410,,"1029,589,1877,1118"
116,0,0,0.943,橘貓（目標貓）,0.232,0.410,,"1032,599,1883,1126"
117,0,0,0.947,橘貓（目標貓）,0.232,0.412,,"1025,609,1904,1136"
118,0,0,0.949,橘貓（目標貓）,0.234,0.408,,"1023,611,1924,1139"
119,0,0,0.948,橘貓（目標貓）,0.225,0.402,,"1022,620,1937,1137"
120,0,0,0.949,橘貓（目標貓）,0.217,0.398,,"1022,628,1943,1137"
121,0,0,0.948,橘貓（目標貓）,0.201,0.391,,"1031,630,1945,1136"
122,0,0,0.947,橘貓（目標貓）,0.202,0.390,,"1034,631,1947,1135"
123,0,0,0.945,橘貓（目標貓）,0.209,0.392,,"1035,632,1951,1135"
124,0,0,0.945,橘貓（目標貓）,0.212,0.393,,"1036,632,1950,1135"
125,0,0,0.945,橘貓（目標貓）,0.214,0.393,,"1036,633,1949,1133"
126,0,0,0.943,橘貓（目標貓）,0.217,0.392,,"1035,634,1950,1122"
127,0,0,0.942,橘貓（目標貓）,0.222,0.392,,"1034,632,1951,1114"
128,0,0,0.941,橘貓（目標貓）,0.224,0.391,,"1036,631,1953,1113"
129,0,0,0.943,橘貓（目標貓）,0.226,0.391,,"1034,630,1954,1130"
130,0,0,0.940,橘貓（目標貓）,0.234,0.396,,"1035,633,1955,1109"
131,0,0,0.939,橘貓（目標貓）,0.223,0.398,,"1029,647,1956,1101"
132,0,0,0.939,橘貓（目標貓）,0.224,0.398,,"1021,650,1955,1104"
133,0,0,0.937,橘貓（目標貓）,0.222,0.394,,"1021,649,1958,1096"
134,0,0,0.939,橘貓（目標貓）,0.223,0.390,,"1023,647,1958,1092"
135,0,0,0.941,橘貓（目標貓）,0.221,0.388,,"1027,648,1957,1106"
136,0,0,0.941,橘貓（目標貓）,0.217,0.386,,"1026,648,1952,1105"
137,0,0,0.941,橘貓（目標貓）,0.221,0.384,,"1025,647,1945,1108"
138,0,0,0.939,橘貓（目標貓）,0.218,0.386,,"1027,649,1935,1098"
139,0,0,0.938,橘貓（目標貓）,0.215,0.385,,"1025,651,1926,1101"
140,0,0,0.937,橘貓（目標貓）,0.213,0.384,,"1026,652,1927,1098"
141,0,0,0.937,橘貓（目標貓）,0.214,0.383,,"1025,652,1929,1100"
142,0,0,0.937,橘貓（目標貓）,0.215,0.380,,"1022,650,1925,1110"
143,0,0,0.937,橘貓（目標貓）,0.212,0.385,,"1019,657,1915,1110"
144,0,0,0.938,橘貓（目標貓）,0.209,0.392,,"1021,668,1906,1112"
145,0,0,0.937,橘貓（目標貓）,0.207,0.395,,"1021,672,1902,1107"
146,0,0,0.937,橘貓（目標貓）,0.211,0.399,,"1025,678,1899,1100"
147,0,0,0.936,橘貓（目標貓）,0.212,0.396,,"1023,681,1895,1096"
148,0,0,0.935,橘貓（目標貓）,0.214,0.396,,"1022,682,1894,1096"
149,0,0,0.936,橘貓（目標貓）,0.213,0.395,,"1022,682,1895,1099"
150,0,0,0.935,橘貓（目標貓）,0.214,0.397,,"1022,683,1891,1093"
151,0,0,0.931,橘貓（目標貓）,0.178,0.404,,"1022,687,1891,1093"
152,0,0,0.931,橘貓（目標貓）,0.178,0.407,,"1022,688,1887,1092"
153,0,0,0.931,橘貓（目標貓）,0.177,0.404,,"1023,686,1884,1100"
154,0,0,0.931,橘貓（目標貓）,0.173,0.399,,"1023,684,1885,1111"
155,0,0,0.931,橘貓（目標貓）,0.170,0.399,,"1025,683,1891,1122"
156,0,0,0.929,橘貓（目標貓）,0.170,0.396,,"1024,680,1882,1127"
156,1,2,0.758,黑白貓,0.591,0.450,,"1632,666,2557,1440"
157,0,0,0.930,橘貓（目標貓）,0.176,0.395,,"1023,680,1878,1114"
157,1,2,0.662,黑白貓,0.618,0.441,,"1652,667,2557,1440"
158,0,0,0.891,橘貓（目標貓）,0.169,0.397,,"1019,682,1874,1156"
158,1,2,0.836,黑白貓,0.540,0.459,,"1568,667,2557,1440"
158,2,3,0.518,unknown,0.361,0.394,,"987,672,2560,1440"
159,0,0,0.887,橘貓（目標貓）,0.170,0.398,,"1025,680,1872,1154"
159,1,2,0.881,黑白貓,0.557,0.448,,"1584,666,2555,1440"
160,0,0,0.910,橘貓（目標貓）,0.172,0.390,,"1022,676,1872,1150"
160,1,2,0.818,黑白貓,0.551,0.454,,"1584,666,2554,1440"
161,0,0,0.883,橘貓（目標貓）,0.176,0.395,,"1021,679,1871,1155"
161,1,2,0.811,黑白貓,0.551,0.459,,"1586,667,2554,1440"
162,0,2,0.857,黑白貓,0.479,0.442,,"1492,659,2557,1440"
162,1,0,0.843,橘貓（目標貓）,0.180,0.391,,"1020,677,1872,1166"
162,2,3,0.732,unknown,0.355,0.384,,"974,658,2560,1440"
163,0,2,0.863,黑白貓,0.473,0.438,,"1484,661,2559,1440"
163,1,0,0.847,橘貓（目標貓）,0.180,0.394,,"1019,679,1871,1165"
163,2,3,0.732,unknown,0.354,0.383,,"973,660,2560,1440"
164,0,2,0.869,黑白貓,0.457,0.425,,"1465,660,2559,1440"
164,1,3,0.772,unknown,0.348,0.378,,"976,659,2560,1440"
164,2,0,0.760,橘貓（目標貓）,0.179,0.391,,"1021,678,1875,1171"
165,0,0,0.860,橘貓（目標貓）,0.171,0.395,,"1024,678,1868,1148"
165,1,2,0.842,黑白貓,0.461,0.430,,"1478,660,2557,1440"
165,2,3,0.719,unknown,0.348,0.377,,"973,659,2560,1440"
166,0,0,0.841,橘貓（目標貓）,0.172,0.392,,"1021,677,1873,1152"
166,1,2,0.794,黑白貓,0.455,0.427,,"1468,658,2558,1440"
166,2,3,0.598,unknown,0.347,0.376,,"970,658,2560,1440"
167,0,2,0.802,黑白貓,0.456,0.428,,"1464,658,2557,1440"
167,1,0,0.796,橘貓（目標貓）,0.170,0.386,,"1023,675,1871,1146"
167,2,3,0.715,unknown,0.351,0.376,,"973,657,2560,1440"
168,0,0,0.904,橘貓（目標貓）,0.183,0.386,,"1021,670,1867,1095"
168,1,2,0.813,黑白貓,0.564,0.466,,"1598,663,2551,1440"
169,0,0,0.908,橘貓（目標貓）,0.183,0.385,,"1021,668,1868,1095"
169,1,2,0.844,黑白貓,0.546,0.471,,"1590,660,2552,1440"
170,0,0,0.911,橘貓（目標貓）,0.187,0.387,,"1021,670,1868,1084"
170,1,2,0.841,黑白貓,0.550,0.468,,"1592,661,2552,1440"
171,0,0,0.928,橘貓（目標貓）,0.190,0.393,,"1022,671,1870,1079"
171,1,2,0.840,黑白貓,0.543,0.468,,"1579,662,2552,1440"
172,0,0,0.892,橘貓（目標貓）,0.182,0.391,,"1020,675,1864,1092"
172,1,2,0.879,黑白貓,0.552,0.473,,"1580,662,2555,1440"
173,0,2,0.874,黑白貓,0.553,0.469,,"1576,658,2558,1440"
173,1,0,0.864,橘貓（目標貓）,0.182,0.392,,"1021,674,1863,1098"
173,2,3,0.639,unknown,0.352,0.374,,"965,653,2560,1440"
174,0,2,0.850,黑白貓,0.445,0.412,,"1431,651,2560,1440"
174,1,0,0.543,橘貓（目標貓）,0.181,0.380,,"1018,669,1872,1188"
175,0,2,0.823,黑白貓,0.555,0.479,,"1578,654,2558,1440"
175,1,0,0.764,橘貓（目標貓）,0.178,0.385,,"1019,669,1867,1169"
175,2,3,0.630,unknown,0.357,0.373,,"976,660,2560,1440"
176,0,0,0.830,橘貓（目標貓）,0.178,0.388,,"1021,670,1866,1114"
176,1,2,0.824,黑白貓,0.553,0.478,,"1568,652,2558,1440"
176,2,3,0.651,unknown,0.361,0.377,,"966,658,2560,1440"
177,0,0,0.897,橘貓（目標貓）,0.191,0.387,,"1022,665,1862,1083"
177,1,2,0.868,黑白貓,0.563,0.484,,"1565,654,2558,1440"
177,2,3,0.562,unknown,0.371,0.380,,"957,659,2560,1440"
178,0,0,0.898,橘貓（目標貓）,0.189,0.395,,"1022,672,1863,1079"
178,1,2,0.854,黑白貓,0.560,0.481,,"1566,654,2557,1440"
179,0,0,0.891,橘貓（目標貓）,0.187,0.394,,"1022,674,1864,1082"
179,1,2,0.855,黑白貓,0.556,0.481,,"1563,655,2558,1440"
179,2,3,0.686,unknown,0.369,0.377,,"959,661,2560,1440"
180,0,0,0.809,橘貓（目標貓）,0.177,0.394,,"1020,677,1870,1121"
180,1,2,0.743,黑白貓,0.558,0.496,,"1568,659,2559,1440"
180,2,3,0.561,unknown,0.371,0.381,,"967,656,2560,1440"
181,0,2,0.896,黑白貓,0.405,0.395,,"1362,656,2559,1440"
181,1,0,0.656,橘貓（目標貓）,0.178,0.393,,"1026,674,1871,1146"
182,0,2,0.902,黑白貓,0.420,0.402,,"1399,657,2558,1440"
182,1,0,0.607,橘貓（目標貓）,0.185,0.393,,"1024,675,1873,1160"
183,0,2,0.875,黑白貓,0.402,0.390,,"1388,658,2556,1440"
183,1,0,0.542,橘貓（目標貓）,0.177,0.393,,"1024,676,1871,1141"
184,0,2,0.850,黑白貓,0.401,0.395,,"1383,660,2556,1440"
184,1,0,0.728,橘貓（目標貓）,0.178,0.399,,"1024,678,1871,1124"
185,0,2,0.906,黑白貓,0.558,0.424,,"1609,675,2552,1440"
185,1,3,0.837,橘貓（目標貓）,0.350,0.376,,"965,672,2560,1440"
186,0,2,0.874,黑白貓,0.571,0.408,,"1619,681,2557,1440"
187,0,2,0.873,黑白貓,0.576,0.408,,"1625,684,2557,1440"
188,0,2,0.889,黑白貓,0.595,0.409,,"1641,684,2556,1440"
188,1,3,0.733,橘貓（目標貓）,0.359,0.391,,"956,683,2560,1440"
189,0,2,0.892,黑白貓,0.606,0.422,,"1661,685,2556,1440"
189,1,0,0.764,橘貓（目標貓）,0.200,0.401,,"1021,691,1910,1193"
189,2,3,0.607,unknown,0.349,0.399,,"958,680,2560,1440"
190,0,2,0.870,黑白貓,0.582,0.421,,"1640,682,2556,1440"
190,1,0,0.827,橘貓（目標貓）,0.190,0.408,,"1023,690,1918,1204"
190,2,3,0.696,unknown,0.337,0.404,,"969,683,2560,1440"
191,0,2,0.767,黑白貓,0.556,0.438,,"1634,682,2558,1440"
191,1,0,0.751,橘貓（目標貓）,0.209,0.419,,"1018,688,1921,1266"
191,2,3,0.646,unknown,0.315,0.399,,"977,675,2560,1440"
192,0,0,0.894,橘貓（目標貓）,0.221,0.410,,"1024,687,1960,1273"
192,1,3,0.719,unknown,0.288,0.426,,"1015,683,2534,1316"
193,0,0,0.922,橘貓（目標貓）,0.217,0.409,,"1025,687,1961,1243"
193,1,3,0.691,unknown,0.278,0.423,,"1016,681,2529,1297"
194,0,0,0.793,橘貓（目標貓）,0.215,0.407,,"1026,687,1968,1243"
194,1,3,0.700,unknown,0.280,0.421,,"1016,681,2539,1309"
195,0,0,0.679,橘貓（目標貓）,0.242,0.414,,"1022,689,1993,1281"
195,1,2,0.502,黑白貓,0.353,0.430,,"1334,679,2560,1434"
196,0,2,0.843,黑白貓,0.399,0.424,,"1477,678,2559,1440"
196,1,3,0.836,橘貓（目標貓）,0.327,0.403,,"1011,684,2560,1440"
197,0,3,0.794,橘貓（目標貓）,0.318,0.394,,"992,687,2560,1440"
197,1,2,0.715,黑白貓,0.433,0.425,,"1540,688,2557,1440"
198,0,2,0.879,黑白貓,0.340,0.417,,"1317,683,2560,1440"
199,0,2,0.802,黑白貓,0.371,0.421,,"1405,683,2560,1426"
199,1,0,0.701,橘貓（目標貓）,0.230,0.411,,"1019,692,1971,1287"
200,0,0,0.850,橘貓（目標貓）,0.225,0.404,,"1020,691,1973,1272"
200,1,2,0.686,unknown,0.364,0.416,,"1374,681,2560,1430"
201,0,0,0.771,橘貓（目標貓）,0.188,0.407,,"1023,691,1955,1176"
202,0,0,0.926,橘貓（目標貓）,0.188,0.394,,"1024,688,1953,1134"
203,0,0,0.930,橘貓（目標貓）,0.186,0.396,,"1025,690,1945,1136"
204,0,0,0.866,橘貓（目標貓）,0.194,0.399,,"1023,691,1951,1197"
205,0,0,0.864,橘貓（目標貓）,0.198,0.394,,"1023,694,1952,1209"
205,1,3,0.563,unknown,0.276,0.394,,"1015,690,2295,1355"
206,0,0,0.735,橘貓（目標貓）,0.237,0.393,,"1020,694,1968,1298"
208,0,3,0.505,橘貓（目標貓）,0.305,0.406,,"1012,689,2513,1354"
209,0,0,0.802,橘貓（目標貓）,0.215,0.397,,"1019,701,1967,1224"
210,0,0,0.887,橘貓（目標貓）,0.194,0.399,,"1020,701,1965,1176"
211,0,0,0.767,橘貓（目標貓）,0.240,0.388,,"1026,698,2033,1289"
211,1,3,0.576,unknown,0.298,0.397,,"1022,694,2414,1334"
212,0,0,0.754,橘貓（目標貓）,0.245,0.382,,"1025,698,2065,1294"
212,1,3,0.615,unknown,0.296,0.392,,"1022,694,2410,1341"
213,0,0,0.699,unknown,0.262,0.384,,"1026,697,2100,1322"
213,1,3,0.615,unknown,0.312,0.387,,"1023,693,2448,1386"
213,2,4,0.593,橘貓（目標貓）,0.189,0.400,,"1036,703,1986,1187"
214,0,0,0.711,unknown,0.261,0.383,,"1025,697,2089,1321"
214,1,3,0.632,unknown,0.313,0.387,,"1022,694,2437,1383"
214,2,4,0.604,橘貓（目標貓）,0.187,0.399,,"1035,703,1982,1182"
215,0,0,0.729,橘貓（目標貓）,0.247,0.382,,"1025,698,2050,1301"
215,1,3,0.630,unknown,0.311,0.387,,"1022,694,2419,1378"
216,0,3,0.751,unknown,0.300,0.391,,"1022,693,2378,1364"
216,1,0,0.623,橘貓（目標貓）,0.235,0.395,,"1027,701,1982,1305"
217,0,0,0.690,橘貓（目標貓）,0.250,0.385,,"1026,701,2039,1322"
217,1,3,0.533,unknown,0.296,0.389,,"1020,699,2465,1364"
218,0,0,0.621,橘貓（目標貓）,0.263,0.386,,"1019,700,2126,1328"
221,0,0,0.502,橘貓（目標貓）,0.237,0.393,,"1029,702,1998,1298"
222,0,0,0.523,橘貓（目標貓）,0.238,0.391,,"1030,702,2009,1300"
223,0,0,0.695,橘貓（目標貓）,0.238,0.396,,"1028,704,2003,1294"
223,1,3,0.519,unknown,0.295,0.391,,"1018,701,2418,1369"
224,0,0,0.731,橘貓（目標貓）,0.241,0.395,,"1028,704,1997,1300"
224,1,3,0.546,unknown,0.297,0.388,,"1018,702,2391,1379"
225,0,0,0.866,橘貓（目標貓）,0.252,0.392,,"1021,704,2020,1320"
226,0,0,0.850,橘貓（目標貓）,0.249,0.390,,"1022,702,2040,1320"
227,0,0,0.871,橘貓（目標貓）,0.243,0.397,,"1024,703,2020,1314"
228,0,0,0.864,橘貓（目標貓）,0.223,0.383,,"1026,705,2049,1224"
228,1,3,0.816,unknown,0.273,0.380,,"1023,704,2296,1352"
229,0,0,0.856,橘貓（目標貓）,0.236,0.382,,"1027,705,2040,1263"
229,1,3,0.812,unknown,0.288,0.374,,"1024,703,2331,1380"
230,0,0,0.877,橘貓（目標貓）,0.235,0.384,,"1025,703,2017,1270"
231,0,0,0.890,橘貓（目標貓）,0.234,0.382,,"1025,703,2012,1266"
232,0,0,0.873,橘貓（目標貓）,0.236,0.382,,"1023,702,1999,1284"
233,0,0,0.835,橘貓（目標貓）,0.222,0.386,,"1028,705,1994,1238"
234,0,0,0.863,橘貓（目標貓）,0.243,0.384,,"1020,704,1998,1300"
235,0,0,0.845,橘貓（目標貓）,0.232,0.390,,"1023,706,1991,1272"
236,0,0,0.862,橘貓（目標貓）,0.246,0.383,,"1016,704,2011,1313"
237,0,0,0.857,橘貓（目標貓）,0.254,0.387,,"1016,705,2016,1322"
238,0,0,0.853,橘貓（目標貓）,0.252,0.388,,"1016,705,2016,1320"
239,0,0,0.831,橘貓（目標貓）,0.253,0.380,,"1014,705,2024,1313"
240,0,0,0.858,橘貓（目標貓）,0.268,0.379,,"1015,704,2062,1317"
241,0,0,0.881,橘貓（目標貓）,0.200,0.385,,"1021,705,1987,1184"
242,0,0,0.876,橘貓（目標貓）,0.206,0.379,,"1019,703,1987,1202"
243,0,0,0.848,橘貓（目標貓）,0.247,0.393,,"1020,702,1995,1270"
243,1,5,0.811,unknown,0.291,0.386,,"1011,701,2290,1330"
244,0,0,0.875,橘貓（目標貓）,0.279,0.381,,"1012,700,2063,1303"
245,0,0,0.860,橘貓（目標貓）,0.241,0.388,,"1019,702,1998,1257"
246,0,0,0.884,橘貓（目標貓）,0.281,0.379,,"1014,701,2055,1303"
247,0,0,0.886,橘貓（目標貓）,0.281,0.382,,"1012,700,2056,1306"
248,0,0,0.847,橘貓（目標貓）,0.258,0.389,,"1017,700,2008,1281"
249,0,0,0.883,橘貓（目標貓）,0.280,0.388,,"1013,699,2027,1322"
250,0,0,0.886,橘貓（目標貓）,0.278,0.387,,"1014,700,2035,1314"
251,0,0,0.888,橘貓（目標貓）,0.278,0.383,,"1013,699,2077,1310"
252,0,0,0.855,橘貓（目標貓）,0.238,0.382,,"1022,702,2026,1243"
252,1,5,0.806,unknown,0.296,0.379,,"1015,699,2203,1374"
253,0,0,0.811,橘貓（目標貓）,0.258,0.386,,"1019,700,2053,1270"
253,1,5,0.685,unknown,0.305,0.385,,"1012,698,2379,1382"
254,0,5,0.749,橘貓（目標貓）,0.293,0.383,,"1014,697,2225,1355"
257,0,5,0.715,橘貓（目標貓）,0.288,0.397,,"1014,698,2210,1343"
258,0,5,0.758,橘貓（目標貓）,0.287,0.398,,"1014,697,2249,1343"
259,0,6,0.845,黑白貓,0.716,0.393,,"1713,769,2559,1440"
259,1,0,0.629,橘貓（目標貓）,0.270,0.399,,"1020,704,2069,1303"
260,0,6,0.778,黑白貓,0.774,0.397,,"1707,777,2557,1440"
260,1,0,0.637,橘貓（目標貓）,0.259,0.406,,"1020,703,2003,1293"
261,0,5,0.593,橘貓（目標貓）,0.333,0.382,,"1009,698,2560,1440"
262,0,5,0.760,unknown,0.328,0.381,,"1008,697,2560,1440"
262,1,0,0.629,橘貓（目標貓）,0.258,0.393,,"1016,702,2241,1252"
263,0,6,0.840,黑白貓,0.609,0.389,,"1660,768,2560,1440"
263,1,5,0.807,unknown,0.343,0.390,,"979,712,2560,1440"
263,2,0,0.726,橘貓（目標貓）,0.246,0.380,,"1028,709,2079,1229"
264,0,0,0.674,橘貓（目標貓）,0.247,0.392,,"1030,708,2017,1263"
264,1,6,0.616,黑白貓,0.396,0.416,,"1510,749,2560,1440"
