frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
1,0,0,0.939,橘貓（目標貓）,0.258,0.317,,"641,529,1862,1156"
2,0,0,0.941,橘貓（目標貓）,0.257,0.320,,"638,536,1862,1154"
3,0,0,0.938,橘貓（目標貓）,0.258,0.306,,"637,534,1862,1153"
4,0,0,0.939,橘貓（目標貓）,0.253,0.304,,"634,535,1861,1140"
5,0,0,0.942,橘貓（目標貓）,0.246,0.308,,"632,535,1862,1136"
6,0,0,0.929,橘貓（目標貓）,0.246,0.307,,"627,536,1859,1130"
7,0,0,0.939,橘貓（目標貓）,0.247,0.317,,"626,554,1860,1134"
8,0,0,0.943,橘貓（目標貓）,0.221,0.336,,"629,592,1861,1129"
9,0,0,0.937,橘貓（目標貓）,0.233,0.342,,"649,601,1851,1086"
10,0,0,0.938,橘貓（目標貓）,0.231,0.341,,"669,604,1840,1134"
11,0,0,0.947,橘貓（目標貓）,0.247,0.357,,"691,606,1837,1144"
12,0,0,0.947,橘貓（目標貓）,0.234,0.351,,"659,615,1833,1152"
13,0,0,0.944,橘貓（目標貓）,0.210,0.351,,"659,625,1828,1156"
14,0,0,0.938,橘貓（目標貓）,0.221,0.362,,"654,648,1816,1152"
15,0,0,0.930,橘貓（目標貓）,0.216,0.361,,"642,653,1818,1147"
16,0,0,0.911,unknown,0.208,0.365,,"753,648,1813,1129"
16,1,1,0.815,橘貓（目標貓）,0.169,0.363,,"1005,666,1807,1107"
17,0,0,0.914,橘貓（目標貓）,0.198,0.352,,"745,654,1808,1146"
18,0,0,0.890,橘貓（目標貓）,0.204,0.348,,"828,649,1814,1115"
19,0,1,0.918,橘貓（目標貓）,0.182,0.363,,"1041,651,1806,1045"
20,0,1,0.894,橘貓（目標貓）,0.185,0.366,,"1060,653,1804,1052"
20,1,0,0.702,unknown,0.194,0.367,,"824,636,1813,1068"
21,0,1,0.914,橘貓（目標貓）,0.183,0.366,,"1072,655,1799,1042"
22,0,1,0.910,橘貓（目標貓）,0.159,0.363,,"1081,674,1800,1042"
23,0,1,0.921,橘貓（目標貓）,0.178,0.358,,"992,661,1802,1046"
24,0,0,0.947,橘貓（目標貓）,0.182,0.335,,"773,633,1804,1169"
25,0,0,0.935,橘貓（目標貓）,0.173,0.330,,"859,627,1799,1169"
26,0,0,0.938,橘貓（目標貓）,0.184,0.334,,"861,622,1801,1170"
27,0,0,0.881,橘貓（目標貓）,0.207,0.324,,"875,603,1808,1168"
27,1,1,0.577,unknown,0.362,0.448,,"879,609,1374,1165"
28,0,0,0.930,橘貓（目標貓）,0.219,0.321,,"873,593,1800,1167"
29,0,0,0.912,橘貓（目標貓）,0.214,0.317,,"882,587,1808,1168"
30,0,0,0.908,橘貓（目標貓）,0.212,0.320,,"871,582,1813,1167"
31,0,1,0.538,橘貓（目標貓）,0.690,0.350,,"721,593,1307,1167"
32,0,1,0.703,unknown,0.390,0.445,,"874,584,1405,1168"
32,1,0,0.540,橘貓（目標貓）,0.252,0.363,,"872,582,1667,1169"
33,0,1,0.886,橘貓（目標貓）,0.480,0.418,,"887,588,1334,1167"
34,0,1,0.881,unknown,0.467,0.411,,"892,581,1336,1167"
34,1,0,0.854,橘貓（目標貓）,0.310,0.417,,"888,576,1523,1167"
35,0,0,0.842,橘貓（目標貓）,0.237,0.326,,"889,573,1794,1169"
35,1,1,0.812,unknown,0.400,0.434,,"891,578,1384,1169"
36,0,2,0.730,橘貓（目標貓）,0.146,0.373,,"1331,691,1782,1046"
37,0,2,0.885,橘貓（目標貓）,0.132,0.402,,"1313,743,1793,1044"
38,0,2,0.888,橘貓（目標貓）,0.133,0.396,,"1304,737,1795,1043"
41,0,0,0.789,橘貓（目標貓）,0.244,0.349,,"578,603,1820,1131"
42,0,2,0.831,橘貓（目標貓）,0.172,0.354,,"1191,658,1804,1056"
43,0,0,0.888,unknown,0.183,0.342,,"855,651,1821,1100"
43,1,2,0.822,橘貓（目標貓）,0.160,0.357,,"1142,679,1802,1054"
44,0,0,0.919,橘貓（目標貓）,0.191,0.341,,"869,639,1818,1162"
45,0,0,0.926,橘貓（目標貓）,0.218,0.333,,"878,621,1816,1172"
46,0,0,0.922,橘貓（目標貓）,0.206,0.339,,"879,610,1815,1162"
47,0,0,0.608,橘貓（目標貓）,0.237,0.352,,"665,611,1833,1145"
48,0,0,0.596,橘貓（目標貓）,0.235,0.354,,"703,608,1833,1133"
50,0,0,0.717,unknown,0.211,0.335,,"877,602,1823,1105"
50,1,2,0.607,橘貓（目標貓）,0.185,0.349,,"1146,608,1806,1064"
51,0,0,0.927,橘貓（目標貓）,0.206,0.334,,"875,599,1820,1156"
52,0,0,0.933,橘貓（目標貓）,0.202,0.334,,"876,600,1824,1166"
53,0,0,0.916,unknown,0.205,0.331,,"873,602,1819,1124"
53,1,2,0.842,橘貓（目標貓）,0.186,0.342,,"1069,608,1811,1073"
54,0,2,0.745,橘貓（目標貓）,0.175,0.344,,"1162,611,1811,1063"
55,0,2,0.663,橘貓（目標貓）,0.189,0.338,,"1091,595,1811,1093"
56,0,2,0.861,橘貓（目標貓）,0.187,0.348,,"1152,600,1809,1047"
57,0,0,0.877,unknown,0.268,0.346,,"601,588,1820,1141"
57,1,2,0.552,橘貓（目標貓）,0.186,0.339,,"1100,603,1808,1111"
58,0,0,0.901,unknown,0.251,0.334,,"770,587,1817,1150"
58,1,2,0.777,橘貓（目標貓）,0.189,0.336,,"1090,603,1808,1130"
59,0,0,0.869,unknown,0.236,0.315,,"867,585,1815,1130"
59,1,2,0.732,橘貓（目標貓）,0.196,0.330,,"1065,615,1808,1086"
60,0,0,0.940,橘貓（目標貓）,0.240,0.314,,"875,573,1813,1165"
61,0,0,0.940,橘貓（目標貓）,0.226,0.320,,"876,567,1812,1168"
62,0,0,0.923,橘貓（目標貓）,0.225,0.321,,"875,566,1817,1145"
63,0,0,0.676,橘貓（目標貓）,0.264,0.316,,"625,565,1812,1139"
65,0,2,0.640,橘貓（目標貓）,0.189,0.340,,"1158,570,1800,1050"
66,0,2,0.800,橘貓（目標貓）,0.189,0.338,,"1166,553,1801,1052"
67,0,2,0.795,橘貓（目標貓）,0.198,0.337,,"1225,546,1801,1068"
68,0,0,0.871,unknown,0.227,0.318,,"890,552,1813,1164"
68,1,2,0.612,橘貓（目標貓）,0.195,0.326,,"1168,548,1801,1134"
69,0,0,0.872,橘貓（目標貓）,0.231,0.317,,"896,538,1811,1182"
69,1,3,0.838,unknown,0.386,0.427,,"900,541,1354,1182"
70,0,3,0.921,橘貓（目標貓）,0.300,0.398,,"893,537,1463,1225"
71,0,3,0.920,橘貓（目標貓）,0.367,0.403,,"893,531,1349,1231"
72,0,3,0.915,橘貓（目標貓）,0.418,0.383,,"877,502,1348,1265"
73,0,3,0.703,橘貓（目標貓）,0.395,0.388,,"879,491,1349,1265"
74,0,3,0.690,橘貓（目標貓）,0.361,0.395,,"889,483,1361,1269"
75,0,0,0.877,橘貓（目標貓）,0.231,0.320,,"888,492,1800,1274"
75,1,3,0.838,unknown,0.321,0.415,,"890,494,1416,1273"
76,0,0,0.942,橘貓（目標貓）,0.233,0.320,,"882,500,1831,1271"
77,0,0,0.906,橘貓（目標貓）,0.255,0.353,,"877,507,1664,1269"
77,1,3,0.906,unknown,0.357,0.414,,"877,508,1399,1268"
80,0,0,0.942,橘貓（目標貓）,0.302,0.335,,"662,537,1825,1271"
81,0,0,0.949,橘貓（目標貓）,0.305,0.333,,"603,546,1853,1273"
82,0,0,0.922,橘貓（目標貓）,0.302,0.339,,"672,548,1842,1281"
83,0,0,0.948,橘貓（目標貓）,0.303,0.342,,"630,556,1841,1276"
84,0,0,0.953,橘貓（目標貓）,0.274,0.329,,"821,547,1823,1273"
85,0,0,0.956,橘貓（目標貓）,0.270,0.328,,"822,551,1838,1279"
86,0,0,0.953,橘貓（目標貓）,0.286,0.329,,"819,561,1818,1276"
87,0,0,0.943,橘貓（目標貓）,0.410,0.418,,"729,584,1656,1271"
88,0,0,0.941,橘貓（目標貓）,0.454,0.414,,"685,592,1600,1268"
89,0,0,0.946,橘貓（目標貓）,0.405,0.404,,"665,595,1656,1268"
90,0,0,0.951,橘貓（目標貓）,0.387,0.388,,"682,586,1684,1272"
91,0,0,0.948,橘貓（目標貓）,0.371,0.385,,"628,565,1742,1274"
92,0,0,0.949,橘貓（目標貓）,0.635,0.368,,"637,561,1521,1274"
93,0,0,0.955,橘貓（目標貓）,0.624,0.371,,"659,553,1536,1272"
94,0,0,0.933,黑白貓,0.581,0.400,,"690,577,1555,1275"
95,0,0,0.919,黑白貓,0.576,0.374,,"701,603,1556,1273"
96,0,0,0.905,黑白貓,0.570,0.389,,"690,656,1554,1273"
97,0,0,0.943,黑白貓,0.561,0.353,,"623,570,1558,1276"
98,0,0,0.956,黑白貓,0.597,0.358,,"602,543,1564,1279"
99,0,0,0.741,黑白貓,0.669,0.335,,"871,538,1569,1256"
100,0,0,0.940,黑白貓,0.704,0.340,,"847,532,1576,1243"
101,0,0,0.941,黑白貓,0.610,0.373,,"860,534,1608,1286"
102,0,0,0.947,黑白貓,0.705,0.344,,"762,530,1584,1289"
103,0,0,0.953,黑白貓,0.638,0.358,,"771,528,1596,1285"
104,0,0,0.950,黑白貓,0.605,0.375,,"870,530,1620,1290"
105,0,0,0.917,黑白貓,0.615,0.431,,"913,524,1640,1283"
106,0,0,0.864,黑白貓,0.653,0.430,,"910,522,1625,1269"
107,0,0,0.939,黑白貓,0.666,0.413,,"888,511,1630,1292"
108,0,0,0.904,黑白貓,0.658,0.398,,"862,507,1642,1265"
110,0,0,0.838,黑白貓,0.636,0.418,,"914,496,1664,1262"
111,0,0,0.932,黑白貓,0.652,0.444,,"905,510,1706,1263"
112,0,0,0.926,黑白貓,0.619,0.434,,"944,508,1726,1261"
113,0,0,0.935,黑白貓,0.592,0.427,,"946,509,1745,1297"
114,0,0,0.952,黑白貓,0.623,0.401,,"861,509,1782,1309"
115,0,0,0.949,黑白貓,0.634,0.351,,"932,518,1809,1310"
116,0,0,0.940,黑白貓,0.613,0.370,,"1025,527,1847,1312"
117,0,0,0.907,黑白貓,0.733,0.451,,"908,631,1847,1312"
118,0,0,0.935,黑白貓,0.728,0.385,,"958,557,1865,1315"
119,0,0,0.942,黑白貓,0.728,0.377,,"976,553,1867,1312"
120,0,0,0.940,黑白貓,0.696,0.383,,"956,555,1883,1309"
121,0,0,0.896,黑白貓,0.499,0.357,,"913,567,1888,1316"
122,0,0,0.905,黑白貓,0.493,0.405,,"1008,609,1884,1311"
123,0,0,0.894,黑白貓,0.507,0.408,,"1051,643,1882,1314"
124,0,0,0.940,黑白貓,0.466,0.451,,"1029,658,1875,1312"
125,0,0,0.889,黑白貓,0.467,0.449,,"1032,666,1881,1311"
126,0,0,0.941,黑白貓,0.597,0.419,,"943,647,1891,1312"
127,0,0,0.931,黑白貓,0.632,0.441,,"1075,659,1896,1310"
128,0,0,0.943,黑白貓,0.605,0.434,,"1043,658,1889,1312"
129,0,0,0.935,黑白貓,0.629,0.445,,"1039,656,1894,1311"
130,0,0,0.921,黑白貓,0.620,0.469,,"1035,652,1886,1310"
131,0,0,0.872,黑白貓,0.559,0.409,,"974,564,1884,1307"
132,0,0,0.737,黑白貓,0.592,0.431,,"1030,654,1876,1307"
133,0,0,0.847,黑白貓,0.566,0.468,,"1034,658,1890,1233"
134,0,0,0.908,黑白貓,0.499,0.469,,"1024,655,1894,1227"
135,0,0,0.907,黑白貓,0.548,0.451,,"1027,647,1889,1237"
136,0,0,0.901,黑白貓,0.559,0.473,,"1088,649,1882,1280"
137,0,0,0.940,黑白貓,0.591,0.470,,"1162,667,1864,1284"
138,0,0,0.928,黑白貓,0.646,0.441,,"1222,653,1911,1288"
139,0,0,0.917,黑白貓,0.563,0.441,,"1075,655,1911,1249"
140,0,0,0.919,黑白貓,0.697,0.455,,"1318,680,1919,1285"
141,0,0,0.950,黑白貓,0.590,0.416,,"1300,511,1958,1314"
142,0,0,0.956,黑白貓,0.592,0.419,,"1298,514,1968,1312"
143,0,0,0.947,黑白貓,0.535,0.422,,"1208,516,1976,1315"
144,0,0,0.894,黑白貓,0.518,0.459,,"1003,640,1979,1308"
145,0,0,0.922,黑白貓,0.514,0.472,,"1010,648,1977,1308"
146,0,0,0.951,黑白貓,0.504,0.450,,"1054,540,1987,1312"
147,0,0,0.943,黑白貓,0.604,0.496,,"1090,695,1976,1310"
148,0,0,0.923,黑白貓,0.502,0.467,,"1003,627,1983,1314"
149,0,0,0.943,黑白貓,0.536,0.450,,"972,641,1991,1313"
150,0,0,0.944,黑白貓,0.704,0.396,,"1279,663,2027,1312"
151,0,0,0.949,黑白貓,0.545,0.418,,"1285,657,2031,1314"
152,0,0,0.947,黑白貓,0.517,0.417,,"1272,654,2032,1316"
153,0,0,0.958,黑白貓,0.393,0.412,,"1068,677,2035,1314"
154,0,0,0.952,黑白貓,0.365,0.406,,"994,677,2030,1316"
155,0,0,0.950,黑白貓,0.362,0.412,,"1003,683,2026,1316"
156,0,0,0.951,黑白貓,0.408,0.401,,"1111,705,2010,1314"
157,0,0,0.953,黑白貓,0.418,0.387,,"1032,718,2009,1316"
158,0,0,0.955,黑白貓,0.407,0.383,,"998,721,2008,1318"
159,0,0,0.951,黑白貓,0.429,0.367,,"1034,724,2006,1318"
160,0,0,0.941,黑白貓,0.508,0.380,,"1210,729,2008,1318"
161,0,0,0.951,黑白貓,0.470,0.356,,"1163,734,2007,1319"
162,0,0,0.952,黑白貓,0.450,0.353,,"1029,723,2008,1317"
163,0,0,0.955,黑白貓,0.398,0.399,,"1041,676,2014,1317"
164,0,0,0.957,黑白貓,0.375,0.379,,"988,665,2013,1316"
165,0,0,0.949,黑白貓,0.439,0.355,,"1035,723,2008,1318"
166,0,0,0.938,黑白貓,0.433,0.376,,"1017,716,2012,1317"
167,0,0,0.949,黑白貓,0.403,0.392,,"1043,703,2012,1314"
168,0,0,0.945,黑白貓,0.382,0.400,,"1029,707,2012,1284"
169,0,0,0.950,黑白貓,0.430,0.419,,"1207,705,2010,1320"
170,0,0,0.952,黑白貓,0.399,0.430,,"1165,698,2019,1312"
171,0,0,0.945,橘貓（目標貓）,0.367,0.435,,"1002,678,2039,1316"
172,0,0,0.948,橘貓（目標貓）,0.380,0.433,,"1045,669,2042,1316"
173,0,0,0.955,橘貓（目標貓）,0.376,0.428,,"1016,666,2046,1318"
174,0,0,0.956,橘貓（目標貓）,0.338,0.394,,"1025,647,2045,1318"
175,0,0,0.948,橘貓（目標貓）,0.318,0.398,,"956,632,2048,1319"
176,0,0,0.951,橘貓（目標貓）,0.346,0.404,,"1063,630,2047,1316"
177,0,0,0.950,橘貓（目標貓）,0.350,0.404,,"1184,628,2045,1327"
178,0,0,0.954,橘貓（目標貓）,0.334,0.396,,"1150,625,2046,1313"
179,0,0,0.951,橘貓（目標貓）,0.337,0.399,,"1025,621,2050,1320"
180,0,0,0.952,橘貓（目標貓）,0.315,0.409,,"1040,617,2045,1317"
181,0,0,0.953,橘貓（目標貓）,0.274,0.365,,"1137,617,2053,1315"
182,0,0,0.958,橘貓（目標貓）,0.300,0.358,,"1032,614,2065,1318"
183,0,0,0.952,橘貓（目標貓）,0.283,0.371,,"1167,614,2063,1321"
184,0,0,0.954,橘貓（目標貓）,0.281,0.363,,"1147,615,2063,1325"
185,0,0,0.958,橘貓（目標貓）,0.303,0.361,,"1021,612,2066,1315"
186,0,0,0.955,橘貓（目標貓）,0.268,0.370,,"1145,605,2057,1314"
187,0,0,0.956,橘貓（目標貓）,0.280,0.378,,"1125,603,2069,1312"
188,0,0,0.957,橘貓（目標貓）,0.310,0.349,,"851,599,2077,1318"
189,0,0,0.956,橘貓（目標貓）,0.319,0.368,,"1141,590,2089,1318"
