frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
1,0,0,0.925,黑白貓,0.727,0.000,,"14,356,801,1065"
2,0,0,0.915,黑白貓,0.708,0.289,,"255,553,815,1055"
3,0,0,0.944,黑白貓,0.734,0.000,,"160,497,953,1087"
4,0,0,0.947,黑白貓,0.760,0.150,,"139,511,944,1089"
5,0,0,0.938,黑白貓,0.752,0.000,,"217,519,930,1083"
6,0,0,0.935,黑白貓,0.762,0.209,,"191,535,924,1080"
7,0,0,0.931,黑白貓,0.775,0.000,,"150,586,878,1095"
8,0,0,0.928,黑白貓,0.798,0.182,,"173,604,859,1088"
9,0,0,0.905,黑白貓,0.677,0.000,,"403,572,897,1095"
10,0,0,0.865,黑白貓,0.743,0.360,,"447,550,818,1092"
11,0,0,0.880,黑白貓,0.673,0.000,,"418,523,768,1083"
12,0,0,0.846,黑白貓,0.757,0.338,,"472,493,743,1068"
13,0,0,0.839,黑白貓,0.723,0.000,,"477,508,748,1081"
14,0,0,0.861,黑白貓,0.727,0.322,,"479,548,814,1078"
15,0,0,0.889,黑白貓,0.730,0.000,,"489,545,827,1055"
16,0,0,0.882,黑白貓,0.708,0.204,,"486,525,852,1020"
17,0,0,0.864,黑白貓,0.714,0.000,,"475,512,810,1015"
18,0,0,0.875,黑白貓,0.725,0.215,,"502,439,797,1008"
19,0,0,0.872,黑白貓,0.716,0.000,,"498,439,803,999"
20,0,0,0.860,黑白貓,0.707,0.220,,"490,538,801,915"
21,0,0,0.875,黑白貓,0.701,0.000,,"485,548,807,894"
22,0,0,0.888,黑白貓,0.712,0.178,,"476,554,810,895"
23,0,0,0.910,黑白貓,0.712,0.000,,"429,553,807,898"
24,0,0,0.912,黑白貓,0.761,0.118,,"313,553,808,897"
25,0,0,0.913,黑白貓,0.764,0.000,,"305,553,809,897"
26,0,0,0.908,黑白貓,0.772,0.145,,"315,552,801,899"
27,0,0,0.871,黑白貓,0.811,0.000,,"365,510,757,895"
29,0,0,0.807,黑白貓,0.815,0.173,,"423,524,740,893"
30,0,0,0.889,黑白貓,0.812,0.000,,"393,426,742,897"
31,0,0,0.905,黑白貓,0.739,0.113,,"406,430,741,897"
32,0,0,0.903,黑白貓,0.743,0.000,,"415,432,739,897"
33,0,0,0.910,黑白貓,0.747,0.106,,"422,423,746,899"
34,0,0,0.916,黑白貓,0.742,0.000,,"423,421,772,897"
35,0,0,0.915,黑白貓,0.684,0.195,,"426,419,774,898"
36,0,0,0.905,黑白貓,0.652,0.000,,"431,431,793,898"
37,0,0,0.920,黑白貓,0.666,0.149,,"397,441,798,897"
38,0,0,0.916,黑白貓,0.669,0.000,,"380,457,793,896"
39,0,0,0.917,黑白貓,0.677,0.093,,"357,470,796,896"
40,0,0,0.917,黑白貓,0.675,0.000,,"363,469,794,896"
41,0,0,0.917,黑白貓,0.676,0.078,,"367,466,792,897"
42,0,0,0.916,黑白貓,0.674,0.000,,"366,469,790,898"
43,0,0,0.916,黑白貓,0.673,0.080,,"365,474,794,897"
44,0,0,0.921,黑白貓,0.665,0.000,,"367,465,804,896"
45,0,0,0.922,黑白貓,0.678,0.209,,"365,442,815,897"
46,0,0,0.909,黑白貓,0.673,0.000,,"358,468,825,902"
47,0,0,0.913,黑白貓,0.688,0.238,,"339,472,845,903"
48,0,0,0.913,黑白貓,0.741,0.000,,"264,491,865,912"
49,0,0,0.925,黑白貓,0.720,0.206,,"249,489,885,914"
50,0,0,0.930,黑白貓,0.724,0.000,,"261,492,889,916"
51,0,0,0.871,黑白貓,0.705,0.259,,"367,483,931,916"
52,0,0,0.931,黑白貓,0.707,0.000,,"363,395,979,916"
53,0,0,0.938,黑白貓,0.701,0.183,,"359,407,992,915"
54,0,0,0.937,黑白貓,0.647,0.000,,"349,480,1004,915"
55,0,0,0.937,黑白貓,0.674,0.185,,"356,526,1009,917"
56,0,0,0.936,黑白貓,0.678,0.000,,"345,546,1015,930"
57,0,0,0.934,黑白貓,0.680,0.096,,"325,532,963,933"
58,0,0,0.938,黑白貓,0.678,0.000,,"334,508,961,931"
59,0,0,0.935,黑白貓,0.669,0.102,,"316,517,963,933"
60,0,0,0.937,黑白貓,0.682,0.000,,"314,496,967,931"
61,0,0,0.932,黑白貓,0.713,0.154,,"338,481,969,933"
62,0,0,0.936,黑白貓,0.727,0.000,,"346,464,964,933"
63,0,0,0.940,黑白貓,0.659,0.237,,"361,429,950,933"
64,0,0,0.938,黑白貓,0.627,0.000,,"351,425,961,934"
65,0,0,0.937,黑白貓,0.675,0.281,,"355,420,958,936"
66,0,0,0.934,黑白貓,0.659,0.000,,"373,406,1000,940"
67,0,0,0.930,黑白貓,0.647,0.232,,"389,388,1020,948"
68,0,0,0.931,黑白貓,0.665,0.000,,"417,361,1024,951"
69,0,0,0.932,黑白貓,0.706,0.181,,"433,353,1060,959"
70,0,0,0.936,黑白貓,0.705,0.000,,"428,364,1087,991"
71,0,0,0.939,黑白貓,0.711,0.124,,"430,380,1104,1000"
72,0,0,0.940,黑白貓,0.699,0.000,,"407,407,1110,1002"
73,0,0,0.940,黑白貓,0.699,0.057,,"405,404,1113,1003"
74,0,0,0.940,黑白貓,0.700,0.000,,"399,402,1105,1002"
75,0,0,0.941,黑白貓,0.690,0.127,,"389,413,1093,1000"
76,0,0,0.940,黑白貓,0.676,0.000,,"417,426,1100,1000"
77,0,0,0.940,黑白貓,0.663,0.236,,"441,416,1118,1002"
78,0,0,0.932,黑白貓,0.657,0.000,,"298,600,1182,1002"
79,0,0,0.929,黑白貓,0.626,0.201,,"288,605,1272,1006"
80,0,0,0.889,黑白貓,0.570,0.000,,"528,407,1346,1035"
81,0,0,0.942,黑白貓,0.606,0.221,,"603,389,1370,1035"
82,0,0,0.945,黑白貓,0.587,0.000,,"619,392,1385,1034"
83,0,0,0.945,黑白貓,0.594,0.162,,"639,388,1401,1034"
84,0,0,0.949,黑白貓,0.580,0.000,,"642,392,1432,1042"
85,0,0,0.948,黑白貓,0.571,0.125,,"653,383,1461,1040"
86,0,0,0.946,黑白貓,0.587,0.000,,"712,417,1473,1039"
87,0,0,0.932,黑白貓,0.684,0.173,,"757,567,1486,1049"
88,0,0,0.934,黑白貓,0.675,0.000,,"787,586,1482,1082"
89,0,0,0.935,黑白貓,0.631,0.194,,"816,565,1520,1081"
90,0,0,0.945,黑白貓,0.607,0.000,,"834,466,1548,1071"
91,0,0,0.950,黑白貓,0.615,0.136,,"798,454,1561,1147"
92,0,0,0.953,黑白貓,0.609,0.000,,"760,461,1586,1176"
93,0,0,0.949,黑白貓,0.607,0.133,,"845,535,1668,1183"
94,0,0,0.951,黑白貓,0.620,0.000,,"863,528,1679,1183"
95,0,0,0.952,黑白貓,0.617,0.134,,"866,528,1698,1177"
96,0,0,0.931,黑白貓,0.587,0.000,,"938,588,1704,1175"
97,0,0,0.927,黑白貓,0.710,0.294,,"1056,650,1757,1248"
98,0,0,0.921,黑白貓,0.630,0.000,,"1074,663,1800,1255"
99,0,0,0.935,黑白貓,0.715,0.239,,"1137,695,1897,1270"
100,0,0,0.934,黑白貓,0.684,0.000,,"1135,697,1970,1267"
101,0,0,0.940,黑白貓,0.661,0.247,,"1163,689,2011,1423"
102,0,0,0.958,黑白貓,0.668,0.000,,"1044,682,2056,1434"
103,0,0,0.947,黑白貓,0.706,0.184,,"1133,686,2088,1435"
104,0,0,0.938,黑白貓,0.743,0.000,,"1231,701,2105,1423"
105,0,0,0.941,黑白貓,0.749,0.213,,"1268,639,2164,1397"
106,0,0,0.950,黑白貓,0.776,0.000,,"1274,613,2168,1386"
107,0,0,0.953,黑白貓,0.758,0.144,,"1268,591,2188,1398"
108,0,0,0.956,黑白貓,0.762,0.000,,"1266,569,2243,1411"
109,0,0,0.956,黑白貓,0.763,0.055,,"1266,565,2253,1422"
110,0,0,0.957,黑白貓,0.772,0.000,,"1266,570,2265,1423"
111,0,0,0.956,黑白貓,0.782,0.065,,"1266,583,2268,1421"
112,0,0,0.954,黑白貓,0.792,0.000,,"1265,588,2262,1419"
113,0,0,0.954,黑白貓,0.780,0.116,,"1255,593,2273,1410"
114,0,0,0.946,黑白貓,0.769,0.000,,"1314,565,2210,1430"
115,0,0,0.944,黑白貓,0.763,0.168,,"1292,621,2178,1438"
116,0,0,0.957,黑白貓,0.740,0.000,,"1134,617,2175,1417"
117,0,0,0.957,黑白貓,0.704,0.105,,"1134,605,2144,1427"
118,0,0,0.955,黑白貓,0.695,0.000,,"1148,610,2111,1371"
119,0,0,0.956,黑白貓,0.707,0.091,,"1157,618,2095,1371"
120,0,0,0.954,黑白貓,0.701,0.000,,"1153,633,2048,1343"
121,0,0,0.956,黑白貓,0.647,0.063,,"1144,623,2040,1368"
122,0,0,0.956,黑白貓,0.646,0.000,,"1135,622,2031,1369"
123,0,0,0.950,黑白貓,0.660,0.215,,"1138,633,2019,1375"
124,0,0,0.948,黑白貓,0.746,0.000,,"1303,680,1992,1371"
125,0,0,0.948,黑白貓,0.682,0.226,,"1299,673,1967,1361"
126,0,0,0.939,黑白貓,0.684,0.000,,"1285,641,1981,1403"
127,0,0,0.938,黑白貓,0.702,0.143,,"1288,639,1996,1363"
128,0,0,0.938,黑白貓,0.744,0.000,,"1306,654,2031,1412"
129,0,0,0.932,黑白貓,0.668,0.286,,"1306,670,2128,1440"
130,0,0,0.944,黑白貓,0.702,0.000,,"1353,761,2201,1440"
131,0,0,0.938,黑白貓,0.689,0.257,,"1376,737,2320,1440"
132,0,0,0.946,黑白貓,0.657,0.000,,"1350,638,2501,1440"
133,0,0,0.861,黑白貓,0.885,0.387,,"1389,780,2183,1439"
134,0,0,0.889,黑白貓,0.795,0.000,,"1392,739,2560,1440"
135,0,0,0.720,黑白貓,0.791,0.425,,"1404,748,1959,1430"
136,0,0,0.864,黑白貓,0.774,0.000,,"1397,671,2560,1440"
137,0,0,0.825,黑白貓,0.787,0.226,,"1397,669,2560,1440"
138,0,0,0.886,黑白貓,0.759,0.000,,"1393,718,2560,1440"
139,0,0,0.911,黑白貓,0.749,0.229,,"1390,732,2560,1440"
140,0,0,0.926,黑白貓,0.796,0.000,,"1391,746,2560,1440"
141,0,0,0.918,黑白貓,0.776,0.352,,"1389,743,2560,1440"
143,0,0,0.849,黑白貓,0.809,0.000,,"1422,734,2560,1329"
144,0,0,0.939,黑白貓,0.762,0.170,,"1432,725,2560,1440"
145,0,0,0.927,黑白貓,0.746,0.000,,"1446,736,2560,1440"
146,0,0,0.934,黑白貓,0.779,0.183,,"1446,754,2560,1440"
147,0,0,0.912,黑白貓,0.817,0.000,,"1412,784,2560,1440"
148,0,0,0.802,黑白貓,0.814,0.173,,"1414,801,2560,1440"
149,0,0,0.929,黑白貓,0.822,0.000,,"1445,805,2560,1440"
158,0,0,0.502,黑白貓,0.858,0.499,,"2091,856,2550,1440"
161,0,0,0.592,黑白貓,0.829,0.430,,"1482,826,2560,1308"
