frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
1,0,0,0.596,橘貓（目標貓）,0.189,0.466,,"997,463,1334,841"
2,0,0,0.577,橘貓（目標貓）,0.187,0.467,,"996,464,1334,838"
3,0,0,0.798,橘貓（目標貓）,0.187,0.466,,"997,463,1352,850"
4,0,0,0.818,橘貓（目標貓）,0.178,0.455,,"996,460,1367,934"
5,0,0,0.865,橘貓（目標貓）,0.169,0.444,,"994,460,1384,1003"
6,0,0,0.607,橘貓（目標貓）,0.188,0.461,,"999,462,1342,853"
8,0,0,0.628,橘貓（目標貓）,0.190,0.463,,"998,464,1328,840"
9,0,0,0.870,橘貓（目標貓）,0.187,0.464,,"996,463,1337,839"
10,0,0,0.863,橘貓（目標貓）,0.186,0.466,,"995,464,1340,838"
11,0,1,0.870,黑白貓,0.823,0.425,,"1123,873,2260,1365"
12,0,0,0.824,橘貓（目標貓）,0.184,0.466,,"997,464,1341,837"
13,0,1,0.805,黑白貓,0.821,0.400,,"1154,867,2246,1365"
14,0,1,0.742,黑白貓,0.798,0.430,,"1142,871,2252,1372"
16,0,1,0.891,黑白貓,0.817,0.438,,"1137,869,1954,1380"
16,1,0,0.747,橘貓（目標貓）,0.189,0.464,,"997,464,1331,844"
17,0,1,0.567,黑白貓,0.748,0.428,,"1120,854,1927,1427"
18,0,0,0.660,橘貓（目標貓）,0.176,0.459,,"999,465,1360,873"
19,0,0,0.698,橘貓（目標貓）,0.180,0.465,,"997,465,1363,854"
21,0,0,0.763,橘貓（目標貓）,0.177,0.468,,"997,465,1356,842"
22,0,0,0.868,橘貓（目標貓）,0.177,0.467,,"996,463,1364,845"
23,0,0,0.793,橘貓（目標貓）,0.177,0.467,,"997,464,1358,846"
24,0,0,0.861,橘貓（目標貓）,0.177,0.468,,"996,463,1366,849"
25,0,0,0.848,橘貓（目標貓）,0.178,0.465,,"996,463,1363,848"
26,0,0,0.864,橘貓（目標貓）,0.169,0.464,,"995,462,1367,850"
26,1,1,0.586,黑白貓,0.752,0.450,,"1225,873,1866,1440"
27,0,0,0.847,橘貓（目標貓）,0.170,0.463,,"995,462,1365,850"
27,1,1,0.748,黑白貓,0.756,0.460,,"1228,872,1867,1440"
28,0,0,0.858,橘貓（目標貓）,0.170,0.465,,"994,462,1367,850"
28,1,1,0.773,黑白貓,0.756,0.461,,"1231,871,1868,1440"
29,0,0,0.867,橘貓（目標貓）,0.169,0.464,,"994,461,1365,850"
29,1,1,0.745,黑白貓,0.761,0.471,,"1236,871,1866,1440"
30,0,0,0.841,橘貓（目標貓）,0.168,0.465,,"995,462,1364,849"
30,1,1,0.540,黑白貓,0.761,0.480,,"1239,877,1865,1440"
31,0,1,0.770,黑白貓,0.755,0.456,,"1246,871,1859,1440"
32,0,1,0.797,黑白貓,0.754,0.452,,"1246,868,1859,1440"
33,0,1,0.739,黑白貓,0.755,0.452,,"1249,870,1858,1440"
34,0,1,0.746,黑白貓,0.755,0.452,,"1249,869,1857,1440"
35,0,1,0.819,黑白貓,0.753,0.451,,"1242,866,1859,1440"
37,0,1,0.603,黑白貓,0.284,0.321,,"973,448,1823,1440"
38,0,1,0.917,黑白貓,0.279,0.309,,"979,452,1780,1355"
39,0,1,0.950,黑白貓,0.336,0.345,,"978,452,1858,1335"
40,0,1,0.945,黑白貓,0.339,0.357,,"964,446,1810,1298"
41,0,1,0.936,橘貓（目標貓）,0.270,0.370,,"956,452,1583,1296"
42,0,1,0.934,橘貓（目標貓）,0.313,0.336,,"935,449,1647,1299"
43,0,1,0.942,橘貓（目標貓）,0.283,0.306,,"931,448,1649,1299"
