frame,inst_idx,track_id,bbox_conf,label,dist_cat_a,dist_cat_b,reason,bbox
1,0,0,0.917,黑白貓,0.380,0.354,,"811,474,1452,1001"
2,0,0,0.923,黑白貓,0.290,0.386,,"818,465,1433,1046"
5,0,1,0.501,黑白貓,0.768,0.476,,"1367,397,1780,1367"
6,0,1,0.943,黑白貓,0.463,0.402,,"824,390,1844,1440"
7,0,1,0.956,黑白貓,0.474,0.428,,"830,400,1835,1440"
8,0,1,0.918,黑白貓,0.462,0.440,,"764,532,1826,1365"
9,0,1,0.939,黑白貓,0.447,0.423,,"736,535,1837,1381"
10,0,1,0.945,黑白貓,0.495,0.397,,"853,521,1887,1332"
11,0,1,0.957,黑白貓,0.545,0.414,,"935,528,1886,1336"
12,0,1,0.936,黑白貓,0.609,0.355,,"957,549,1802,1315"
13,0,1,0.948,黑白貓,0.655,0.368,,"959,545,1797,1427"
14,0,1,0.950,黑白貓,0.629,0.402,,"959,539,1757,1299"
15,0,1,0.929,黑白貓,0.677,0.469,,"968,587,1777,1346"
16,0,1,0.951,黑白貓,0.684,0.438,,"991,534,1782,1368"
17,0,1,0.939,黑白貓,0.699,0.419,,"1156,558,1782,1370"
18,0,1,0.676,黑白貓,0.540,0.414,,"1041,543,1793,1371"
19,0,1,0.934,黑白貓,0.576,0.393,,"1211,538,1797,1367"
23,0,1,0.733,黑白貓,0.426,0.440,,"1057,566,1787,1374"
24,0,1,0.910,黑白貓,0.444,0.451,,"1136,528,1804,1373"
25,0,1,0.850,黑白貓,0.574,0.394,,"1281,529,1816,1371"
26,0,1,0.884,黑白貓,0.661,0.368,,"1406,532,1818,1378"
27,0,1,0.836,黑白貓,0.613,0.388,,"1358,556,1835,1376"
28,0,1,0.839,黑白貓,0.686,0.378,,"1460,549,1833,1373"
29,0,1,0.902,黑白貓,0.611,0.380,,"1396,525,1830,1370"
30,0,1,0.915,黑白貓,0.605,0.361,,"1395,492,1827,1374"
31,0,1,0.914,黑白貓,0.551,0.387,,"1408,494,1819,1369"
32,0,1,0.916,黑白貓,0.541,0.396,,"1393,490,1823,1374"
33,0,1,0.927,黑白貓,0.461,0.400,,"1296,488,1825,1372"
34,0,1,0.916,黑白貓,0.496,0.403,,"1327,485,1827,1376"
35,0,1,0.929,黑白貓,0.436,0.393,,"1255,481,1825,1372"
36,0,1,0.917,黑白貓,0.580,0.403,,"1410,489,1828,1374"
37,0,1,0.919,黑白貓,0.569,0.376,,"1413,488,1875,1372"
38,0,1,0.868,黑白貓,0.583,0.350,,"1415,488,2171,1362"
39,0,1,0.926,黑白貓,0.586,0.327,,"1416,482,2090,1380"
40,0,1,0.852,黑白貓,0.588,0.344,,"1418,483,2179,1376"
41,0,1,0.897,黑白貓,0.586,0.352,,"1420,482,2217,1369"
42,0,1,0.934,黑白貓,0.612,0.336,,"1452,482,2109,1378"
43,0,1,0.920,黑白貓,0.684,0.408,,"1481,485,1868,1374"
44,0,1,0.913,黑白貓,0.679,0.401,,"1484,483,1859,1359"
