video_idx,video_path,playback_pass,frame_step,source_fps,model_input_fps,frame,processed_frame,processed_frame_global,time_sec,left_ear_x,left_ear_y,right_ear_x,right_ear_y,distance_px,distance_norm,ray_end_x,ray_end_y,ray_norm_x,ray_norm_y,lick_zone,lick_axis_score,lick_lateral_score,nearest_target_label,nearest_target_t,limb_hit_any,limb_hit_labels,limb_hit_fl_frame,limb_hit_fr_frame,limb_hit_hl_frame,limb_hit_hr_frame,limb_entry_count_fl,limb_entry_count_fr,limb_entry_count_hl,limb_entry_count_hr,target_entry_count,tail_entry_count,lick_time_body_sec,lick_time_fl_sec,lick_time_fr_sec,lick_time_hl_sec,lick_time_hr_sec,lick_time_tail_sec,lick_sec_per_hit_body,lick_sec_per_hit_fl,lick_sec_per_hit_fr,lick_sec_per_hit_hl,lick_sec_per_hit_hr,lick_sec_per_hit_tail,lick_pref_pct_body,lick_pref_pct_fl,lick_pref_pct_fr,lick_pref_pct_hl,lick_pref_pct_hr,lick_pref_pct_tail,nose_detected,gaze_forward_norm,gaze_lateral_norm,gaze_angle_deg,face_state_cat,face_state_raw,face_state,state_stability,valid
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,31,31,31,1.291667,893.0,264.25,882.0,242.5,24.373397,0.04370449,1177.3675,1102.8064,0.920538,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7863,0.0314,2.28,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,0.8667,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,32,32,32,1.333333,893.0,264.75,882.0,242.25,25.04496,0.04492732,1172.2643,1103.2967,0.916548,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7864,0.0315,2.3,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,0.8667,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,33,33,33,1.375,891.0,264.5,881.0,242.25,24.393903,0.04375941,1172.4726,1101.6025,0.91671,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7855,0.0315,2.29,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,0.9,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,34,34,34,1.416667,890.0,264.0,880.5,242.25,23.734205,0.04257462,1172.4135,1100.4804,0.916664,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7864,0.0317,2.3,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,0.9333,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,35,35,35,1.458333,888.0,262.0,878.0,241.0,23.259407,0.04172696,1167.6224,1099.4375,0.912918,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7846,0.0316,2.31,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,0.9667,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,36,36,36,1.5,887.0,260.5,877.5,240.25,22.367666,0.0401272,1170.159,1097.1228,0.914902,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7855,0.0321,2.34,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,1.0,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,37,37,37,1.541667,886.0,259.25,877.0,240.25,21.023796,0.0376826,1173.587,1095.032,0.917582,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7852,0.0325,2.37,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,1.0,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,38,38,38,1.583333,885.5,259.0,876.0,240.25,21.019336,0.03777591,1172.5643,1094.7014,0.916782,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7878,0.0323,2.35,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,1.0,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,39,39,39,1.625,886.0,258.75,875.5,239.5,21.927437,0.03947999,1172.5643,1094.2014,0.916782,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7901,0.032,2.32,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,1.0,1
1,C:\Users\homec\OneDrive\圖片\貓咪圖像資料集\1_貓咪姿勢影片分類\未被選擇的模型影片\lick\lick_104.mp4,0,1,24.0,24.0,40,40,40,1.666667,886.0,258.0,875.0,238.75,22.171209,0.03984606,1172.712,1093.2809,0.916898,1.0,NO_TARGET,,,NO_TARGET,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,0.7877,0.0328,2.38,FACING_CAMERA,FACING_CAMERA,FACING_CAMERA,1.0,1
