model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9391,0.2011,10.865,28.830,0.0283
old,1,Left_Ear,0.9701,0.1033,11.141,33.974,0.0000
old,2,Right_Ear,0.9480,0.1774,10.058,24.937,0.0233
old,3,Chest,0.9854,0.0734,9.851,28.444,0.0000
old,4,Mid_Back,0.9963,0.0032,10.130,28.215,0.0000
old,5,Hip,0.9871,0.0270,13.142,36.335,0.0000
old,6,LF_Elbow,0.9924,0.0151,11.814,31.957,0.0000
old,7,LF_Paw,0.9457,0.1373,19.940,53.581,0.0167
old,8,RF_Elbow,0.9851,0.0355,12.217,34.225,0.0000
old,9,RF_Paw,0.9510,0.1181,19.625,59.615,0.0067
old,10,LH_Knee,0.8462,0.2218,11.908,33.933,0.0263
old,11,LH_Paw,0.8458,0.2115,19.532,57.307,0.0209
old,12,RH_Knee,0.8087,0.2466,12.192,33.205,0.0465
old,13,RH_Paw,0.8415,0.2088,19.289,51.232,0.0190
old,14,Tail_Root,0.8132,0.3036,14.762,42.524,0.0994
old,15,Tail_Mid,0.8174,0.2991,15.738,43.286,0.1032
old,16,Tail_Tip,0.7286,0.3073,23.285,63.384,0.1302
new,0,Nose,0.9327,0.2149,10.670,26.448,0.0317
new,1,Left_Ear,0.9706,0.1067,10.843,29.244,0.0050
new,2,Right_Ear,0.9487,0.1791,10.071,28.251,0.0233
new,3,Chest,0.9854,0.0777,9.354,23.112,0.0000
new,4,Mid_Back,0.9960,0.0040,9.576,27.064,0.0000
new,5,Hip,0.9640,0.0696,13.158,39.803,0.0000
new,6,LF_Elbow,0.9902,0.0179,11.593,30.439,0.0000
new,7,LF_Paw,0.9501,0.0823,19.434,55.033,0.0000
new,8,RF_Elbow,0.9830,0.0300,11.924,32.259,0.0000
new,9,RF_Paw,0.9503,0.0870,19.299,61.191,0.0017
new,10,LH_Knee,0.8145,0.2542,9.846,26.965,0.1074
new,11,LH_Paw,0.7692,0.2885,15.570,39.059,0.1533
new,12,RH_Knee,0.7767,0.2965,12.165,33.984,0.1408
new,13,RH_Paw,0.7960,0.2714,19.305,57.257,0.1164
new,14,Tail_Root,0.8105,0.2844,11.172,30.744,0.1245
new,15,Tail_Mid,0.7618,0.3275,14.401,38.925,0.2073
new,16,Tail_Tip,0.6512,0.3611,22.236,58.770,0.3268
