model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.8414,0.2968,8.324,23.483,0.0706
old,1,Left_Ear,0.9270,0.1105,11.508,29.622,0.0075
old,2,Right_Ear,0.9611,0.1323,11.623,29.250,0.0200
old,3,Chest,0.9901,0.0556,9.007,25.802,0.0025
old,4,Mid_Back,0.9990,0.0011,8.334,24.716,0.0000
old,5,Hip,0.9997,0.0011,10.249,29.692,0.0000
old,6,LF_Elbow,0.9983,0.0017,12.511,38.894,0.0000
old,7,LF_Paw,0.9770,0.0836,20.632,63.352,0.0050
old,8,RF_Elbow,0.9979,0.0122,11.541,30.457,0.0000
old,9,RF_Paw,0.9809,0.0761,19.171,56.698,0.0037
old,10,LH_Knee,0.9873,0.0157,11.027,28.423,0.0000
old,11,LH_Paw,0.9850,0.0282,19.193,50.227,0.0000
old,12,RH_Knee,0.9846,0.0337,11.200,27.325,0.0000
old,13,RH_Paw,0.9806,0.0442,18.773,46.996,0.0000
old,14,Tail_Root,0.9944,0.0187,11.473,37.392,0.0000
old,15,Tail_Mid,0.9888,0.0351,14.576,42.315,0.0000
old,16,Tail_Tip,0.9558,0.0796,20.658,62.982,0.0000
new,0,Nose,0.8485,0.2902,8.103,22.853,0.0634
new,1,Left_Ear,0.9413,0.1096,11.412,30.636,0.0088
new,2,Right_Ear,0.9628,0.1290,9.866,26.449,0.0213
new,3,Chest,0.9899,0.0515,7.979,20.719,0.0000
new,4,Mid_Back,0.9979,0.0030,8.221,22.368,0.0000
new,5,Hip,0.9914,0.0275,9.823,28.593,0.0000
new,6,LF_Elbow,0.9893,0.0284,10.839,29.088,0.0000
new,7,LF_Paw,0.9456,0.1507,18.556,51.319,0.0421
new,8,RF_Elbow,0.9903,0.0318,10.534,28.028,0.0000
new,9,RF_Paw,0.9534,0.1331,18.714,51.481,0.0305
new,10,LH_Knee,0.9021,0.2239,9.201,22.655,0.1303
new,11,LH_Paw,0.8891,0.2523,15.982,42.980,0.1835
new,12,RH_Knee,0.8773,0.2674,9.014,20.808,0.1882
new,13,RH_Paw,0.8873,0.2548,16.358,39.523,0.1898
new,14,Tail_Root,0.9392,0.1634,9.356,27.524,0.0433
new,15,Tail_Mid,0.9204,0.1991,10.960,31.063,0.0843
new,16,Tail_Tip,0.8574,0.2500,14.630,48.746,0.1624
