model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9178,0.2461,10.628,26.215,0.0517
old,1,Left_Ear,0.9577,0.1547,11.231,32.238,0.0200
old,2,Right_Ear,0.9247,0.2226,10.216,26.310,0.0367
old,3,Chest,0.9789,0.0982,9.436,24.955,0.0050
old,4,Mid_Back,0.9954,0.0081,9.682,28.555,0.0000
old,5,Hip,0.9773,0.0479,12.147,32.897,0.0000
old,6,LF_Elbow,0.9851,0.0339,12.488,34.780,0.0000
old,7,LF_Paw,0.9039,0.1806,20.130,57.064,0.0219
old,8,RF_Elbow,0.9729,0.0684,12.460,35.407,0.0000
old,9,RF_Paw,0.9116,0.1674,19.813,57.402,0.0138
old,10,LH_Knee,0.8716,0.1930,9.912,27.991,0.0423
old,11,LH_Paw,0.8192,0.2391,16.207,44.810,0.0843
old,12,RH_Knee,0.7283,0.3196,11.334,31.436,0.1977
old,13,RH_Paw,0.7928,0.2623,18.437,52.487,0.1084
old,14,Tail_Root,0.8532,0.2349,12.520,30.545,0.0586
old,15,Tail_Mid,0.8394,0.2495,15.164,32.998,0.0763
old,16,Tail_Tip,0.7132,0.2735,20.839,48.478,0.1228
new,0,Nose,0.9271,0.2283,10.995,27.296,0.0467
new,1,Left_Ear,0.9658,0.1332,11.114,30.981,0.0183
new,2,Right_Ear,0.9273,0.2170,10.307,26.318,0.0350
new,3,Chest,0.9854,0.0708,9.549,26.027,0.0000
new,4,Mid_Back,0.9953,0.0048,9.283,26.424,0.0000
new,5,Hip,0.9746,0.0507,12.368,30.465,0.0000
new,6,LF_Elbow,0.9865,0.0284,11.811,30.455,0.0000
new,7,LF_Paw,0.9218,0.1546,19.509,53.837,0.0100
new,8,RF_Elbow,0.9700,0.0898,11.693,32.375,0.0050
new,9,RF_Paw,0.9167,0.1645,19.497,58.403,0.0133
new,10,LH_Knee,0.8624,0.2304,10.460,29.021,0.0845
new,11,LH_Paw,0.8205,0.2429,17.284,46.735,0.0882
new,12,RH_Knee,0.7648,0.2976,10.755,28.251,0.1712
new,13,RH_Paw,0.8007,0.2500,17.670,45.251,0.1041
new,14,Tail_Root,0.7769,0.3155,11.933,28.006,0.1541
new,15,Tail_Mid,0.7640,0.3116,13.816,34.648,0.1668
new,16,Tail_Tip,0.6439,0.2702,21.582,58.548,0.1220
