model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9305,0.2167,10.576,27.082,0.0350
old,1,Left_Ear,0.9637,0.1191,11.668,32.485,0.0083
old,2,Right_Ear,0.9416,0.1861,10.121,26.470,0.0250
old,3,Chest,0.9908,0.0453,9.204,23.817,0.0000
old,4,Mid_Back,0.9970,0.0023,9.506,26.744,0.0000
old,5,Hip,0.9805,0.0369,12.468,33.134,0.0000
old,6,LF_Elbow,0.9787,0.0405,11.936,32.778,0.0000
old,7,LF_Paw,0.9244,0.1252,19.245,56.861,0.0033
old,8,RF_Elbow,0.9660,0.0724,11.702,30.392,0.0000
old,9,RF_Paw,0.9356,0.1130,20.735,59.121,0.0017
old,10,LH_Knee,0.8114,0.2760,9.711,25.238,0.1393
old,11,LH_Paw,0.7990,0.2706,15.771,45.407,0.1272
old,12,RH_Knee,0.7510,0.3073,11.302,30.221,0.1777
old,13,RH_Paw,0.7701,0.2857,16.839,45.290,0.1800
old,14,Tail_Root,0.8164,0.2670,11.974,32.141,0.0796
old,15,Tail_Mid,0.7984,0.2736,15.667,42.339,0.0924
old,16,Tail_Tip,0.6680,0.2979,23.720,62.700,0.2246
new,0,Nose,0.9356,0.2073,11.395,27.989,0.0267
new,1,Left_Ear,0.9747,0.0910,11.333,30.761,0.0017
new,2,Right_Ear,0.9465,0.1725,10.228,25.544,0.0267
new,3,Chest,0.9901,0.0525,9.381,26.753,0.0000
new,4,Mid_Back,0.9967,0.0033,9.945,26.313,0.0000
new,5,Hip,0.9734,0.0513,12.868,30.545,0.0000
new,6,LF_Elbow,0.9863,0.0247,12.925,32.734,0.0000
new,7,LF_Paw,0.9494,0.0923,20.891,57.548,0.0017
new,8,RF_Elbow,0.9791,0.0358,12.326,32.840,0.0000
new,9,RF_Paw,0.9623,0.0702,19.479,60.727,0.0017
new,10,LH_Knee,0.8430,0.2211,10.207,25.389,0.0188
new,11,LH_Paw,0.8234,0.2299,16.782,46.895,0.0277
new,12,RH_Knee,0.7309,0.3391,11.610,31.705,0.2294
new,13,RH_Paw,0.7887,0.2754,18.167,53.525,0.1120
new,14,Tail_Root,0.7874,0.3240,11.285,27.591,0.1365
new,15,Tail_Mid,0.7782,0.3174,14.274,37.532,0.1434
new,16,Tail_Tip,0.6425,0.3230,22.137,53.573,0.2024
