behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9217,0.9279,+0.0062,+0.68%,13.144,13.746,+0.602,-4.58%,0.0000,0.0000,+0.0000,+0.00%
lick,0.0000,0.0000,+0.0000,+0.00%,0.000,0.000,+0.000,+0.00%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.0000,0.0000,+0.0000,+0.00%,0.000,0.000,+0.000,+0.00%,0.0000,0.0000,+0.0000,+0.00%
shake,0.0000,0.0000,+0.0000,+0.00%,0.000,0.000,+0.000,+0.00%,0.0000,0.0000,+0.0000,+0.00%
stop,0.0000,0.0000,+0.0000,+0.00%,0.000,0.000,+0.000,+0.00%,0.0000,0.0000,+0.0000,+0.00%
